Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
Q14691,0.850956023443164,0.0333087107772341,116,Used,Positive,DNA replication complex GINS protein PSF1,GINS1,2148294190,>sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1
Q8WVB6;Q8WVB6-2;Q8WVB6-3,0.849682856668387,0.0371582491066372,168,Used,Positive,Chromosome transmission fidelity protein 18 homolog,CHTF18,12490608249,>sp|Q8WVB6|CTF18_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18 PE=1 SV=1;>sp|Q8WVB6-2|CTF18_HUMAN Isoform 2 of Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18;>sp|Q8WVB6-3|CTF18_HUMAN Isof
Q14181,0.841326737152221,0.0404634825816084,148,Used,Positive,DNA polymerase alpha subunit B,POLA2,13507975834,>sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2
Q9Y248,0.831975685641995,0.0331196278106053,154,Used,Positive,DNA replication complex GINS protein PSF2,GINS2,5113458120,>sp|Q9Y248|PSF2_HUMAN DNA replication complex GINS protein PSF2 OS=Homo sapiens GN=GINS2 PE=1 SV=1
Q13112,0.817587152642187,0.0324178827992335,147,"","",Chromatin assembly factor 1 subunit B,CHAF1B,20625697502.2,>sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1
P26358-2,0.80222907915672,0.0469825604301423,248,"","",DNA (cytosine-5)-methyltransferase 1,DNMT1,284245987360,>sp|P26358-2|DNMT1_HUMAN Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1
Q9NTJ3;Q9NTJ3-2,0.801562906627122,0.0574166450409356,245,"","",Structural maintenance of chromosomes protein 4,SMC4,125726800500,>sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2;>sp|Q9NTJ3-2|SMC4_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4
Q9BXW9;Q9BXW9-1;Q9BXW9-3,0.801218445481416,0.043404901436559,178,"","",Fanconi anemia group D2 protein,FANCD2,98959900777,>sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2;>sp|Q9BXW9-1|FACD2_HUMAN Isoform 1 of Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2;>sp|Q9BXW9-3|FACD2_HUMAN Isoform 3 of Fanconi anemia group D2 protein
Q9NSP4;Q9NSP4-4,0.797096400696098,0.0410175364819687,84,"","",Centromere protein M,CENPM,553433850,>sp|Q9NSP4|CENPM_HUMAN Centromere protein M OS=Homo sapiens GN=CENPM PE=1 SV=1;>sp|Q9NSP4-4|CENPM_HUMAN Isoform 4 of Centromere protein M OS=Homo sapiens GN=CENPM
Q8NBT2;Q8NBT2-2,0.791673437054151,0.0379173356130169,157,"","",Kinetochore protein Spc24,SPC24,13360131550,>sp|Q8NBT2|SPC24_HUMAN Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2;>sp|Q8NBT2-2|SPC24_HUMAN Isoform 2 of Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24
Q9HBM1,0.78058589933092,0.0471732012102664,123,"","",Kinetochore protein Spc25,SPC25,5155263490,>sp|Q9HBM1|SPC25_HUMAN Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1
O95239;O95239-2,0.772321376500754,0.0623462017221412,197,"","",Chromosome-associated kinesin KIF4A,KIF4A,58077811143,>sp|O95239|KIF4A_HUMAN Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3;>sp|O95239-2|KIF4A_HUMAN Isoform 2 of Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A
Q9Y3D8;Q9Y3D8-2,0.765644356742809,0.0528063533728179,169,"","",Adenylate kinase isoenzyme 6,AK6,10847316600,>sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6 PE=1 SV=1;>sp|Q9Y3D8-2|KAD6_HUMAN Isoform 2 of Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6
Q86XI2;Q86XI2-2,0.764308654863741,0.0557783431694322,158,"","",Condensin-2 complex subunit G2,NCAPG2,12824834100,>sp|Q86XI2|CNDG2_HUMAN Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2 PE=1 SV=1;>sp|Q86XI2-2|CNDG2_HUMAN Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2
Q2NKX8,0.760022188995986,0.0526736240195525,126,"","",DNA excision repair protein ERCC-6-like,ERCC6L,3722335240,>sp|Q2NKX8|ERC6L_HUMAN DNA excision repair protein ERCC-6-like OS=Homo sapiens GN=ERCC6L PE=1 SV=1
Q15021,0.759764290812017,0.0708152568167869,233,"","",Condensin complex subunit 1,NCAPD2,81538124440,>sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3
Q9NVI1;Q9NVI1-1;Q9NVI1-2,0.758634440682858,0.0480528170089305,204,"","",Fanconi anemia group I protein,FANCI,180568551510,>sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4;>sp|Q9NVI1-1|FANCI_HUMAN Isoform 1 of Fanconi anemia group I protein OS=Homo sapiens GN=FANCI;>sp|Q9NVI1-2|FANCI_HUMAN Isoform 2 of Fanconi anemia group I protein OS=H
Q96T88-2;Q96T88,0.751511702198184,0.0518652505371003,210,"","",E3 ubiquitin-protein ligase UHRF1,UHRF1,88154160100,>sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1
P35251-2;P35251,0.746338746664369,0.047990164223836,177,Used,Positive,Replication factor C subunit 1,RFC1,59119209950,>sp|P35251-2|RFC1_HUMAN Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens GN=RFC1;>sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4
Q9BPX3,0.745650408649255,0.0661544941425592,233,"","",Condensin complex subunit 3,NCAPG,34161937527,>sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1
Q5UIP0-2;Q5UIP0,0.742267066526602,0.0488506059605943,188,"","",Telomere-associated protein RIF1,RIF1,64173492060,>sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
Q9NVP2,0.740355779493155,0.0552453926625846,170,"","",Histone chaperone ASF1B,ASF1B,8869433330,>sp|Q9NVP2|ASF1B_HUMAN Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1
Q5TBB1;Q5TBB1-2,0.737351279825456,0.0504638342876543,186,"","",Ribonuclease H2 subunit B,RNASEH2B,15574497781,>sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1;>sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B
Q9UNS1-2;Q9UNS1,0.731474623323037,0.0396665433990363,131,Used,Positive,Protein timeless homolog,TIMELESS,16035413104,>sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2
O14929;O14929-2,0.730772929617094,0.0625759948697791,244,"","",Histone acetyltransferase type B catalytic subunit,HAT1,65122478190,>sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1;>sp|O14929-2|HAT1_HUMAN Isoform B of Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1
P04818;P04818-2;P04818-3,0.726335907850972,0.0455628097537149,192,"","",Thymidylate synthase,TYMS,34972037860,>sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3;>sp|P04818-2|TYSY_HUMAN Isoform 2 of Thymidylate synthase OS=Homo sapiens GN=TYMS;>sp|P04818-3|TYSY_HUMAN Isoform 3 of Thymidylate synthase OS=Homo sapiens GN=TYMS
Q15003;Q15003-2,0.725875973852858,0.0656575010739607,217,"","",Condensin complex subunit 2,NCAPH,24705805320,>sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3;>sp|Q15003-2|CND2_HUMAN Isoform 2 of Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH
O95347;O95347-2,0.724073144682154,0.071102045246812,251,"","",Structural maintenance of chromosomes protein 2,SMC2,140818511760,>sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2;>sp|O95347-2|SMC2_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2
Q15004,0.717487038854145,0.0435978531706973,104,"","",PCNA-associated factor,KIAA0101,28465164312,>sp|Q15004|PAF15_HUMAN PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1
P23921,0.71569786031631,0.068429291822445,245,"","",Ribonucleoside-diphosphate reductase large subunit,RRM1,165218392460,>sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1
Q15054;Q15054-3,0.715266070532634,0.033478128018817,165,Used,Positive,DNA polymerase delta subunit 3,POLD3,24949645840,>sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2;>sp|Q15054-3|DPOD3_HUMAN Isoform 3 of DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3
Q9NS87;Q9NS87-2;Q9NS87-4,0.712941336570174,0.0471058434870318,130,"","",Kinesin-like protein KIF15,KIF15,2768798760,>sp|Q9NS87|KIF15_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1;>sp|Q9NS87-2|KIF15_HUMAN Isoform 2 of Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15;>sp|Q9NS87-4|KIF15_HUMAN Isoform 4 of Kinesin-like protein KIF15 OS=Homo sapiens
Q9NRF9,0.712887068716307,0.0589855876453269,197,Used,Positive,DNA polymerase epsilon subunit 3,POLE3,17662710774,>sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1
Q9BVS4;Q9BVS4-2,0.710514081237832,0.0549182579714665,140,"","",Serine/threonine-protein kinase RIO2,RIOK2,1889117090,>sp|Q9BVS4|RIOK2_HUMAN Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2;>sp|Q9BVS4-2|RIOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2
O43805,0.709772751565977,0.057721052860412,100,"","",Sjoegren syndrome nuclear autoantigen 1,SSNA1,1420029060,>sp|O43805|SSNA1_HUMAN Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2
P49642,0.708781375490505,0.044114442055684,152,Used,Positive,DNA primase small subunit,PRIM1,15320115937,>sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1
P52701;P52701-3;P52701-4;P52701-2,0.704485057617115,0.0492943636959565,229,"","",DNA mismatch repair protein Msh6,MSH6,293323140702,>sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2;>sp|P52701-3|MSH6_HUMAN Isoform 3 of DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6;>sp|P52701-4|MSH6_HUMAN Isoform 4 of DNA mismatch repair protein Msh6 OS=
Q8WVX9,0.701185092374153,0.0382596623571155,146,"","",Fatty acyl-CoA reductase 1,FAR1,9258080144,>sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1
Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4,0.697352490259725,0.0623479972927987,122,"","",Eyes absent homolog 3,EYA3,1898691545,>sp|Q99504-5|EYA3_HUMAN Isoform 5 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens GN=EYA3 PE=1 SV=3;>sp|Q99504-3|EYA3_HUMAN Isoform 3 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504-2
Q9NPD8,0.694838296558142,0.0432436129857225,141,"","",Ubiquitin-conjugating enzyme E2 T,UBE2T,14996358960,>sp|Q9NPD8|UBE2T_HUMAN Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1
O75419-2;O75419;O75419-3,0.693193801043064,0.0337635089691483,95,Used,Positive,Cell division control protein 45 homolog,CDC45,3417139575,>sp|O75419-2|CDC45_HUMAN Isoform 2 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45;>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1;>sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division c
P39748,0.692175108489822,0.0564705515483218,268,Used,Positive,Flap endonuclease 1,FEN1,342501893400,>sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1
Q6P5R6,0.691356205121398,0.0607405057832549,168,"","",60S ribosomal protein L22-like 1,RPL22L1,35877313900,>sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2
Q9H4L7-2;Q9H4L7,0.689649190815179,0.0436210891922319,192,"","",SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,16311683688,>sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1;>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulato
P46013,0.687820714082661,0.0706451801397959,185,"","",Antigen KI-67,MKI67,495392376200,>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2
P51003,0.686242612177029,0.0463361905743462,227,"","",Poly(A) polymerase alpha,PAPOLA,25102766690,>sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens GN=PAPOLA PE=1 SV=4
Q14202,0.684645940731998,0.0468258743776346,156,"","",Zinc finger MYM-type protein 3,ZMYM3,10504210932,>sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2
P42695,0.681331189360906,0.068606982161545,168,"","",Condensin-2 complex subunit D3,NCAPD3,13287779595,>sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2
Q8N0T1,0.680600698718523,0.0456521495017824,97,"","",Uncharacterized protein C8orf59,C8orf59,1265060647,>sp|Q8N0T1|CH059_HUMAN Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4
Q96KB5;Q96KB5-2,0.68042404166731,0.0685485915053301,208,"","",Lymphokine-activated killer T-cell-originated protein kinase,PBK,23701960330,>sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3;>sp|Q96KB5-2|TOPK_HUMAN Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK
P00374;P00374-2,0.67985276226521,0.0541798288537446,177,"","",Dihydrofolate reductase,DHFR,13198379680,>sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2;>sp|P00374-2|DYR_HUMAN Isoform 2 of Dihydrofolate reductase OS=Homo sapiens GN=DHFR
O95864;O95864-3;O95864-2,0.671054114188202,0.0613642090173994,132,"","",Fatty acid desaturase 2,FADS2,14461631980,>sp|O95864|FADS2_HUMAN Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1;>sp|O95864-3|FADS2_HUMAN Isoform 3 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2;>sp|O95864-2|FADS2_HUMAN Isoform 2 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2
Q8TCG1;Q8TCG1-2,0.66797797497575,0.0543371309617642,144,"","",Protein CIP2A,KIAA1524,5849590980,>sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2;>sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens GN=KIAA1524
Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5,0.667887920801694,0.0609720408621388,95,"","","Nuclear factor of activated T-cells, cytoplasmic 2",NFATC2,1391997910,">sp|Q13469-3|NFAC2_HUMAN Isoform 3 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-4|NFAC2_HUMAN Isoform 4 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-2|NFAC2_HUMAN I"
Q6ZRQ5,0.665739226328542,0.0422072664186777,121,"","",Protein MMS22-like,MMS22L,6949073950,>sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3
P49321,0.663069228981134,0.0550176868153117,249,"","",Nuclear autoantigenic sperm protein,NASP,412333768800,>sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2
Q9GZU8,0.662849995035578,0.0409896791838327,175,"","",Protein FAM192A,FAM192A,8108852794,>sp|Q9GZU8|F192A_HUMAN Protein FAM192A OS=Homo sapiens GN=FAM192A PE=1 SV=1
Q9BT23,0.660202702193569,0.060335332672267,109,"","",LIM domain-containing protein 2,LIMD2,4540967500,>sp|Q9BT23|LIMD2_HUMAN LIM domain-containing protein 2 OS=Homo sapiens GN=LIMD2 PE=1 SV=1
Q13111;Q13111-3;Q13111-2,0.657800036333555,0.0356101573190836,102,"","",Chromatin assembly factor 1 subunit A,CHAF1A,32181160710,>sp|Q13111|CAF1A_HUMAN Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A PE=1 SV=2;>sp|Q13111-3|CAF1A_HUMAN Isoform 3 of Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A;>sp|Q13111-2|CAF1A_HUMAN Isoform 2 of Chromatin assembly
Q99661;Q99661-2,0.656759017279515,0.0740106592146252,170,"","",Kinesin-like protein KIF2C,KIF2C,20168480080,>sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C PE=1 SV=2;>sp|Q99661-2|KIF2C_HUMAN Isoform 2 of Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C
Q9NYF3,0.656188271622728,0.0511217232767605,63,"","",Protein FAM53C,FAM53C,1088242066,>sp|Q9NYF3|FA53C_HUMAN Protein FAM53C OS=Homo sapiens GN=FAM53C PE=1 SV=1
Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-4,0.656178074642777,0.0603764339419547,147,"","",Lymphoid-specific helicase,HELLS,28900841091,>sp|Q9NRZ9-2|HELLS_HUMAN Isoform 2 of Lymphoid-specific helicase OS=Homo sapiens GN=HELLS;>sp|Q9NRZ9|HELLS_HUMAN Lymphoid-specific helicase OS=Homo sapiens GN=HELLS PE=1 SV=1;>sp|Q9NRZ9-3|HELLS_HUMAN Isoform 3 of Lymphoid-specific helicase OS=Homo sapiens
P06493,0.654472454172949,0.0639986109660945,248,"","",Cyclin-dependent kinase 1,CDK1,155155702050,>sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3
Q07864,0.654433855396418,0.0548910991138955,147,Used,Positive,DNA polymerase epsilon catalytic subunit A,POLE,18229522864,>sp|Q07864|DPOE1_HUMAN DNA polymerase epsilon catalytic subunit A OS=Homo sapiens GN=POLE PE=1 SV=5
O00767,0.652306060735262,0.0692260740680501,175,"","",Acyl-CoA desaturase,SCD,16026197220,>sp|O00767|ACOD_HUMAN Acyl-CoA desaturase OS=Homo sapiens GN=SCD PE=1 SV=2
Q9Y2K7;Q9Y2K7-3,0.651043414376371,0.056617363980044,157,"","",Lysine-specific demethylase 2A,KDM2A,23644662260,>sp|Q9Y2K7|KDM2A_HUMAN Lysine-specific demethylase 2A OS=Homo sapiens GN=KDM2A PE=1 SV=3;>sp|Q9Y2K7-3|KDM2A_HUMAN Isoform 3 of Lysine-specific demethylase 2A OS=Homo sapiens GN=KDM2A
