Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
P12004,0.913856678379876,0.061627145817019,15,Used,Positive,Proliferating cell nuclear antigen,PCNA,894609596117,>sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1
Q9UNS1-2;Q9UNS1,0.911605332257798,0.0446175559748787,14,Used,Positive,Protein timeless homolog,TIMELESS,16035413104,>sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2
P0CG13,0.903356209959449,0.0865839710327296,7,Used,Positive,Chromosome transmission fidelity protein 8 homolog,CHTF8,907814035,>sp|P0CG13|CTF8_HUMAN Chromosome transmission fidelity protein 8 homolog OS=Homo sapiens GN=CHTF8 PE=1 SV=1
O75792,0.89049266671679,0.0578159323064705,13,"","",Ribonuclease H2 subunit A,RNASEH2A,20851602020,>sp|O75792|RNH2A_HUMAN Ribonuclease H2 subunit A OS=Homo sapiens GN=RNASEH2A PE=1 SV=2
Q99497,0.890255848333981,0.0587550765338288,14,"","",Protein DJ-1,PARK7,707434963580,>sp|Q99497|PARK7_HUMAN Protein deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2
Q5TBB1;Q5TBB1-2,0.889061512871599,0.0510201466163179,14,"","",Ribonuclease H2 subunit B,RNASEH2B,15574497781,>sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1;>sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B
Q13111;Q13111-3;Q13111-2,0.881635811241861,0.122070804300152,14,"","",Chromatin assembly factor 1 subunit A,CHAF1A,32181160710,>sp|Q13111|CAF1A_HUMAN Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A PE=1 SV=2;>sp|Q13111-3|CAF1A_HUMAN Isoform 3 of Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A;>sp|Q13111-2|CAF1A_HUMAN Isoform 2 of Chromatin assembly
Q9BVW5,0.877753352595978,0.0439408044613344,7,Used,Positive,TIMELESS-interacting protein,TIPIN,718561230,>sp|Q9BVW5|TIPIN_HUMAN TIMELESS-interacting protein OS=Homo sapiens GN=TIPIN PE=1 SV=2
Q5UIP0-2;Q5UIP0,0.870725056791417,0.0967451006706948,15,"","",Telomere-associated protein RIF1,RIF1,64173492060,>sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
P40692;P40692-3;P40692-2,0.86703327438708,0.0898647342441079,12,"","",DNA mismatch repair protein Mlh1,MLH1,9369131820,>sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens GN=MLH1 PE=1 SV=1;>sp|P40692-3|MLH1_HUMAN Isoform 3 of DNA mismatch repair protein Mlh1 OS=Homo sapiens GN=MLH1;>sp|P40692-2|MLH1_HUMAN Isoform 2 of DNA mismatch repair protein Mlh1 OS=
Q9UQ84;Q9UQ84-4,0.859348213525053,0.0995011778073034,8,"","",Exonuclease 1,EXO1,1237352892,>sp|Q9UQ84|EXO1_HUMAN Exonuclease 1 OS=Homo sapiens GN=EXO1 PE=1 SV=2;>sp|Q9UQ84-4|EXO1_HUMAN Isoform 2 of Exonuclease 1 OS=Homo sapiens GN=EXO1
P49005,0.856690824066498,0.0898876430396583,15,Used,Positive,DNA polymerase delta subunit 2,POLD2,26223174566,>sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1
Q9HAW4;Q9HAW4-3;Q9HAW4-2,0.851405399507309,0.107704367505674,12,Used,Positive,Claspin,CLSPN,5519629090,>sp|Q9HAW4|CLSPN_HUMAN Claspin OS=Homo sapiens GN=CLSPN PE=1 SV=3;>sp|Q9HAW4-3|CLSPN_HUMAN Isoform 3 of Claspin OS=Homo sapiens GN=CLSPN;>sp|Q9HAW4-2|CLSPN_HUMAN Isoform 2 of Claspin OS=Homo sapiens GN=CLSPN
Q9BW91-2;Q9BW91,0.84742511578823,0.0521386903076521,8,"","","ADP-ribose pyrophosphatase, mitochondrial",NUDT9,18794962690,">sp|Q9BW91-2|NUDT9_HUMAN Isoform 2 of ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens GN=NUDT9;>sp|Q9BW91|NUDT9_HUMAN ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens GN=NUDT9 PE=1 SV=1"
Q6PJP8,0.843742487321095,0.0952261554329762,12,"","",DNA cross-link repair 1A protein,DCLRE1A,8640286770,>sp|Q6PJP8|DCR1A_HUMAN DNA cross-link repair 1A protein OS=Homo sapiens GN=DCLRE1A PE=1 SV=3
P49642,0.843603019853145,0.0616570903418636,14,Used,Positive,DNA primase small subunit,PRIM1,15320115937,>sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1
Q9ULI0;Q9ULI0-2,0.842108953175407,0.0659777665135446,11,"","",ATPase family AAA domain-containing protein 2B,ATAD2B,18703023692,>sp|Q9ULI0|ATD2B_HUMAN ATPase family AAA domain-containing protein 2B OS=Homo sapiens GN=ATAD2B PE=1 SV=3;>sp|Q9ULI0-2|ATD2B_HUMAN Isoform 2 of ATPase family AAA domain-containing protein 2B OS=Homo sapiens GN=ATAD2B
P05067;P05067-11;P05067-8;P05067-9;P05067-6;P05067-7;P05067-4;P05067-5;P05067-3;P05067-10,0.839577636376303,0.0420594096012835,8,"","",Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,76994931388,>sp|P05067|A4_HUMAN Amyloid beta A4 protein OS=Homo sapiens GN=APP PE=1 SV=3;>sp|P05067-11|A4_HUMAN Isoform 11 of Amyloid beta A4 protein OS=Homo sapiens GN=APP;>sp|P05067-8|A4_HUMAN Isoform APP751 of Amyloid beta A4 protein OS=Homo sapiens GN=APP;>sp|P050
Q9BQI6,0.832354321653427,0.122835685888287,13,"","",Ankyrin repeat domain-containing protein 32,ANKRD32,10969469190,>sp|Q9BQI6|ANR32_HUMAN Ankyrin repeat domain-containing protein 32 OS=Homo sapiens GN=ANKRD32 PE=1 SV=2
Q14181,0.827912010448154,0.0853903559093506,14,Used,Positive,DNA polymerase alpha subunit B,POLA2,13507975834,>sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2
Q15004,0.826687714071748,0.0728387590329752,15,"","",PCNA-associated factor,KIAA0101,28465164312,>sp|Q15004|PAF15_HUMAN PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1
Q6PL18,0.824744879903765,0.0740464930385786,15,"","",ATPase family AAA domain-containing protein 2,ATAD2,270357301300,>sp|Q6PL18|ATAD2_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1
Q9NS91,0.824236823361252,0.118453587884447,14,"","",E3 ubiquitin-protein ligase RAD18,RAD18,19897449610,>sp|Q9NS91|RAD18_HUMAN E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens GN=RAD18 PE=1 SV=2
P07203,0.822715265218274,0.106131609136438,14,"","",Glutathione peroxidase 1,GPX1,236519890060,>sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens GN=GPX1 PE=1 SV=4
Q8IX21;Q8IX21-2,0.802164587096495,0.131328925707128,11,"","",Protein FAM178A,FAM178A,5280289330,>sp|Q8IX21|F178A_HUMAN Protein FAM178A OS=Homo sapiens GN=FAM178A PE=1 SV=2;>sp|Q8IX21-2|F178A_HUMAN Isoform 2 of Protein FAM178A OS=Homo sapiens GN=FAM178A
P49643,0.800635096660382,0.0776251546809153,14,Used,Positive,DNA primase large subunit,PRIM2,27703508710,>sp|P49643|PRI2_HUMAN DNA primase large subunit OS=Homo sapiens GN=PRIM2 PE=1 SV=2
P23434,0.800247430815245,0.0464381940394518,8,"","","Glycine cleavage system H protein, mitochondrial",GCSH,17346671350,">sp|P23434|GCSH_HUMAN Glycine cleavage system H protein, mitochondrial OS=Homo sapiens GN=GCSH PE=1 SV=2"
O94762;O94762-4,0.79458638048995,0.0948857831746734,13,"","",ATP-dependent DNA helicase Q5,RECQL5,10178546269,>sp|O94762|RECQ5_HUMAN ATP-dependent DNA helicase Q5 OS=Homo sapiens GN=RECQL5 PE=1 SV=2;>sp|O94762-4|RECQ5_HUMAN Isoform 4 of ATP-dependent DNA helicase Q5 OS=Homo sapiens GN=RECQL5
Q15067-2,0.791146086193727,0.0653034637095032,10,"","",Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,50628140140,>sp|Q15067-2|ACOX1_HUMAN Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens GN=ACOX1
O75879,0.789311986070909,0.0383846611317313,7,"","","Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",PET112,2586481308,">sp|O75879|GATB_HUMAN Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Homo sapiens GN=GATB PE=1 SV=1"
P58317,0.782628268889214,0.0560819442705018,6,"","",Zinc finger protein 121,ZNF121,696645705,>sp|P58317|ZN121_HUMAN Zinc finger protein 121 OS=Homo sapiens GN=ZNF121 PE=3 SV=2
Q8IYQ7,0.767410675181792,0.100172160509365,9,"","",Threonine synthase-like 1,THNSL1,5395560641,>sp|Q8IYQ7|THNS1_HUMAN Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2
Q07021,0.767156225280805,0.118159687196131,15,"","","Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,276948021150,">sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1"
Q96GN5-4;Q96GN5-2;Q96GN5;Q96GN5-5,0.758189474415721,0.0800472705556466,14,"","",Cell division cycle-associated 7-like protein,CDCA7L,6531515700,>sp|Q96GN5-4|CDA7L_HUMAN Isoform 3 of Cell division cycle-associated 7-like protein OS=Homo sapiens GN=CDCA7L;>sp|Q96GN5-2|CDA7L_HUMAN Isoform 2 of Cell division cycle-associated 7-like protein OS=Homo sapiens GN=CDCA7L;>sp|Q96GN5|CDA7L_HUMAN Cell division
Q8IVH2-3;Q8IVH2-2;Q8IVH2,0.756014305260706,0.0766784533641418,5,"","",Forkhead box protein P4,FOXP4,675993372,>sp|Q8IVH2-3|FOXP4_HUMAN Isoform 3 of Forkhead box protein P4 OS=Homo sapiens GN=FOXP4;>sp|Q8IVH2-2|FOXP4_HUMAN Isoform 2 of Forkhead box protein P4 OS=Homo sapiens GN=FOXP4;>sp|Q8IVH2|FOXP4_HUMAN Forkhead box protein P4 OS=Homo sapiens GN=FOXP4 PE=1 SV=1
Q86SX6,0.748824366870367,0.0731519789630141,13,"","","Glutaredoxin-related protein 5, mitochondrial",GLRX5,11705140770,">sp|Q86SX6|GLRX5_HUMAN Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2"
P37837,0.746397234047057,0.116603391736627,15,"","",Transaldolase,TALDO1,899946999760,>sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2
Q9H5I1;Q9H5I1-2,0.744857907340337,0.0762128928104392,6,"","",Histone-lysine N-methyltransferase SUV39H2,SUV39H2,305611770,>sp|Q9H5I1|SUV92_HUMAN Histone-lysine N-methyltransferase SUV39H2 OS=Homo sapiens GN=SUV39H2 PE=1 SV=2;>sp|Q9H5I1-2|SUV92_HUMAN Isoform 1 of Histone-lysine N-methyltransferase SUV39H2 OS=Homo sapiens GN=SUV39H2
Q15417;Q15417-3,0.740590139562304,0.0459249239870345,5,"","",Calponin-3,CNN3,247604807050,>sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1;>sp|Q15417-3|CNN3_HUMAN Isoform 3 of Calponin-3 OS=Homo sapiens GN=CNN3
Q96EY1,0.739918725023713,0.12102010367994,14,"","","DnaJ homolog subfamily A member 3, mitochondrial",DNAJA3,42784139338,">sp|Q96EY1|DNJA3_HUMAN DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens GN=DNAJA3 PE=1 SV=2"
P27361;P27361-2;P27361-3,0.738622306096002,0.0931495033490993,10,"","",Mitogen-activated protein kinase 3,MAPK3,57365569200,>sp|P27361|MK03_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4;>sp|P27361-2|MK03_HUMAN Isoform 2 of Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3;>sp|P27361-3|MK03_HUMAN Isoform 3 of Mitogen-activated protein kina
Q14CZ7,0.736922636376654,0.0509872721474408,9,"","",FAST kinase domain-containing protein 3,FASTKD3,488671560,>sp|Q14CZ7|FAKD3_HUMAN FAST kinase domain-containing protein 3 OS=Homo sapiens GN=FASTKD3 PE=1 SV=2
O76031,0.736061108421595,0.123823064645482,15,"","","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,71530989303,">sp|O76031|CLPX_HUMAN ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2"
Q9NV56,0.733271045924539,0.0500262326526709,9,"","",MRG/MORF4L-binding protein,MRGBP,1669078346,>sp|Q9NV56|MRGBP_HUMAN MRG/MORF4L-binding protein OS=Homo sapiens GN=MRGBP PE=1 SV=1
Q9BRT9,0.731377459184865,0.114086967209499,12,Used,Positive,"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed",GINS4,7184486520,>sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens GN=GINS4 PE=1 SV=1
P20618,0.731301772093879,0.0761089077766392,9,"","",Proteasome subunit beta type-1,PSMB1,457355297270,>sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2
Q02252;Q02252-2,0.729358353626269,0.128389081504735,12,"","","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,31988311220,">sp|Q02252|MMSA_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALDH6A1 PE=1 SV=2;>sp|Q02252-2|MMSA_HUMAN Isoform 2 of Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALD"
P54278;P54278-3,0.72493295582335,0.114158464619771,11,"","",Mismatch repair endonuclease PMS2,PMS2,3816823270,>sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens GN=PMS2 PE=1 SV=2;>sp|P54278-3|PMS2_HUMAN Isoform 3 of Mismatch repair endonuclease PMS2 OS=Homo sapiens GN=PMS2
Q99759;Q99759-2,0.723043418882766,0.0559220824744727,5,"","",Mitogen-activated protein kinase kinase kinase 3,MAP3K3,6096640690,>sp|Q99759|M3K3_HUMAN Mitogen-activated protein kinase kinase kinase 3 OS=Homo sapiens GN=MAP3K3 PE=1 SV=2;>sp|Q99759-2|M3K3_HUMAN Isoform 2 of Mitogen-activated protein kinase kinase kinase 3 OS=Homo sapiens GN=MAP3K3
Q14691,0.722610792114431,0.124251865792828,11,Used,Positive,DNA replication complex GINS protein PSF1,GINS1,2148294190,>sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1
O75419-2;O75419;O75419-3,0.720489867656398,0.0968715739119319,9,Used,Positive,Cell division control protein 45 homolog,CDC45,3417139575,>sp|O75419-2|CDC45_HUMAN Isoform 2 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45;>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1;>sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division c
P31937,0.718557819321629,0.132007288920607,14,"","","3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,52297275473,">sp|P31937|3HIDH_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=HIBADH PE=1 SV=2"
Q9C0B1,0.716218512097558,0.088855319305808,13,"","",Alpha-ketoglutarate-dependent dioxygenase FTO,FTO,19032382730,>sp|Q9C0B1|FTO_HUMAN Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3
Q5HYK3,0.710188218232175,0.0593240147818958,8,"","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5,5689591040,">sp|Q5HYK3|COQ5_HUMAN 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens GN=COQ5 PE=1 SV=2"
Q13620-1;Q13620,0.706809094013584,0.0888709899080355,13,"","",Cullin-4B,CUL4B,34424000587,>sp|Q13620-1|CUL4B_HUMAN Isoform 2 of Cullin-4B OS=Homo sapiens GN=CUL4B;>sp|Q13620|CUL4B_HUMAN Cullin-4B OS=Homo sapiens GN=CUL4B PE=1 SV=4
Q8NCW5;Q8NCW5-2,0.705718158720229,0.137900000203575,11,"","",NAD(P)H-hydrate epimerase,APOA1BP,89819757710,>sp|Q8NCW5|NNRE_HUMAN NAD(P)H-hydrate epimerase OS=Homo sapiens GN=APOA1BP PE=1 SV=2;>sp|Q8NCW5-2|NNRE_HUMAN Isoform 2 of NAD(P)H-hydrate epimerase OS=Homo sapiens GN=APOA1BP
Q92793;Q92793-2,0.705302600471921,0.0946652127910819,11,"","",CREB-binding protein,CREBBP,6184640398,>sp|Q92793|CBP_HUMAN CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3;>sp|Q92793-2|CBP_HUMAN Isoform 2 of CREB-binding protein OS=Homo sapiens GN=CREBBP
Q16670;Q16670-2,0.695942475813149,0.0828076781811988,7,"","",Zinc finger and SCAN domain-containing protein 26,ZSCAN26,177582594,>sp|Q16670|ZSC26_HUMAN Zinc finger and SCAN domain-containing protein 26 OS=Homo sapiens GN=ZSCAN26 PE=1 SV=2;>sp|Q16670-2|ZSC26_HUMAN Isoform 2 of Zinc finger and SCAN domain-containing protein 26 OS=Homo sapiens GN=ZSCAN26
Q56NI9,0.695672025056533,0.0996399422595572,14,"","",N-acetyltransferase ESCO2,ESCO2,16017529540,>sp|Q56NI9|ESCO2_HUMAN N-acetyltransferase ESCO2 OS=Homo sapiens GN=ESCO2 PE=1 SV=1
