Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
P33993;P33993-3,0.897435959391998,0.0387374903480465,260,Used,Positive,DNA replication licensing factor MCM7,MCM7,440089396000,>sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4;>sp|P33993-3|MCM7_HUMAN Isoform 3 of DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7
P35249;P35249-2,0.886936690153421,0.0321478098378608,214,Used,Positive,Replication factor C subunit 4,RFC4,73762730375,>sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens GN=RFC4 PE=1 SV=2;>sp|P35249-2|RFC4_HUMAN Isoform 2 of Replication factor C subunit 4 OS=Homo sapiens GN=RFC4
Q9BRX5;Q9BRX5-3;Q9BRX5-2,0.885379675216862,0.0369062681402319,167,Used,Positive,DNA replication complex GINS protein PSF3,GINS3,10732076930,>sp|Q9BRX5|PSF3_HUMAN DNA replication complex GINS protein PSF3 OS=Homo sapiens GN=GINS3 PE=1 SV=1;>sp|Q9BRX5-3|PSF3_HUMAN Isoform 3 of DNA replication complex GINS protein PSF3 OS=Homo sapiens GN=GINS3;>sp|Q9BRX5-2|PSF3_HUMAN Isoform 2 of DNA replication
Q9BPX3,0.8767333888129,0.033922514871536,235,"","",Condensin complex subunit 3,NCAPG,34161937527,>sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1
Q15003;Q15003-2,0.875227011508185,0.0350251328239593,212,"","",Condensin complex subunit 2,NCAPH,24705805320,>sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3;>sp|Q15003-2|CND2_HUMAN Isoform 2 of Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH
P33316-2,0.869598541976533,0.0440276583921888,233,"","","Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,137804608619,">sp|P33316-2|DUT_HUMAN Isoform 2 of Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens GN=DUT"
P18858;P18858-2,0.860759842988801,0.0390006619507393,191,Used,Positive,DNA ligase 1,LIG1,63875864410,>sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens GN=LIG1 PE=1 SV=1;>sp|P18858-2|DNLI1_HUMAN Isoform 2 of DNA ligase 1 OS=Homo sapiens GN=LIG1
O75717;O75717-2,0.850379035415797,0.0429492913558928,210,Used,Positive,WD repeat and HMG-box DNA-binding protein 1,WDHD1,69997458455,>sp|O75717|WDHD1_HUMAN WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens GN=WDHD1 PE=1 SV=1;>sp|O75717-2|WDHD1_HUMAN Isoform 2 of WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens GN=WDHD1
Q14691,0.850305320716629,0.0359025523142354,112,Used,Positive,DNA replication complex GINS protein PSF1,GINS1,2148294190,>sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1
Q14181,0.847659914863643,0.0381278448191052,140,Used,Positive,DNA polymerase alpha subunit B,POLA2,13507975834,>sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2
P40938;P40938-2,0.847573930058755,0.0373982987833983,235,Used,Positive,Replication factor C subunit 3,RFC3,54491684020,>sp|P40938|RFC3_HUMAN Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2;>sp|P40938-2|RFC3_HUMAN Isoform 2 of Replication factor C subunit 3 OS=Homo sapiens GN=RFC3
O95239;O95239-2,0.841106404138265,0.039277419154107,192,"","",Chromosome-associated kinesin KIF4A,KIF4A,58077811143,>sp|O95239|KIF4A_HUMAN Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3;>sp|O95239-2|KIF4A_HUMAN Isoform 2 of Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A
Q8NBT2;Q8NBT2-2,0.84026068479616,0.0338194946304806,160,"","",Kinetochore protein Spc24,SPC24,13360131550,>sp|Q8NBT2|SPC24_HUMAN Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2;>sp|Q8NBT2-2|SPC24_HUMAN Isoform 2 of Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24
Q8WVB6;Q8WVB6-2;Q8WVB6-3,0.837274992371318,0.0308217135386893,162,Used,Positive,Chromosome transmission fidelity protein 18 homolog,CHTF18,12490608249,>sp|Q8WVB6|CTF18_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18 PE=1 SV=1;>sp|Q8WVB6-2|CTF18_HUMAN Isoform 2 of Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18;>sp|Q8WVB6-3|CTF18_HUMAN Isof
P35250;P35250-2,0.836854744699034,0.0339113469070794,213,Used,Positive,Replication factor C subunit 2,RFC2,43363996330,>sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3;>sp|P35250-2|RFC2_HUMAN Isoform 2 of Replication factor C subunit 2 OS=Homo sapiens GN=RFC2
Q86XI2;Q86XI2-2,0.831123672794933,0.0344900736309534,155,"","",Condensin-2 complex subunit G2,NCAPG2,12824834100,>sp|Q86XI2|CNDG2_HUMAN Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2 PE=1 SV=1;>sp|Q86XI2-2|CNDG2_HUMAN Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2
Q9BXW9;Q9BXW9-1;Q9BXW9-3,0.828877313412423,0.046993175790387,172,"","",Fanconi anemia group D2 protein,FANCD2,98959900777,>sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2;>sp|Q9BXW9-1|FACD2_HUMAN Isoform 1 of Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2;>sp|Q9BXW9-3|FACD2_HUMAN Isoform 3 of Fanconi anemia group D2 protein
O95347;O95347-2,0.822720095388034,0.0427290760994673,251,"","",Structural maintenance of chromosomes protein 2,SMC2,140818511760,>sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2;>sp|O95347-2|SMC2_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2
Q9NSP4;Q9NSP4-4,0.814159999754244,0.0413557240987525,83,"","",Centromere protein M,CENPM,553433850,>sp|Q9NSP4|CENPM_HUMAN Centromere protein M OS=Homo sapiens GN=CENPM PE=1 SV=1;>sp|Q9NSP4-4|CENPM_HUMAN Isoform 4 of Centromere protein M OS=Homo sapiens GN=CENPM
Q9HBM1,0.812266751505038,0.0387441055292497,130,"","",Kinetochore protein Spc25,SPC25,5155263490,>sp|Q9HBM1|SPC25_HUMAN Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1
P23921,0.809406738680215,0.0547748904637406,245,"","",Ribonucleoside-diphosphate reductase large subunit,RRM1,165218392460,>sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1
Q9Y3D8;Q9Y3D8-2,0.801062128103876,0.0432280732653826,171,"","",Adenylate kinase isoenzyme 6,AK6,10847316600,>sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6 PE=1 SV=1;>sp|Q9Y3D8-2|KAD6_HUMAN Isoform 2 of Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6
O14929;O14929-2,0.801037507304665,0.0491099099198156,243,"","",Histone acetyltransferase type B catalytic subunit,HAT1,65122478190,>sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1;>sp|O14929-2|HAT1_HUMAN Isoform B of Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1
Q9NVP2,0.796856305110552,0.0565345758848914,164,"","",Histone chaperone ASF1B,ASF1B,8869433330,>sp|Q9NVP2|ASF1B_HUMAN Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1
Q13112,0.793051993935788,0.0372974572808325,139,"","",Chromatin assembly factor 1 subunit B,CHAF1B,20625697502.2,>sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1
P00374;P00374-2,0.786568575657418,0.0402517977201257,175,"","",Dihydrofolate reductase,DHFR,13198379680,>sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2;>sp|P00374-2|DYR_HUMAN Isoform 2 of Dihydrofolate reductase OS=Homo sapiens GN=DHFR
Q9NVI1;Q9NVI1-1;Q9NVI1-2,0.777157156635484,0.0565018684939897,201,"","",Fanconi anemia group I protein,FANCI,180568551510,>sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4;>sp|Q9NVI1-1|FANCI_HUMAN Isoform 1 of Fanconi anemia group I protein OS=Homo sapiens GN=FANCI;>sp|Q9NVI1-2|FANCI_HUMAN Isoform 2 of Fanconi anemia group I protein OS=H
Q2NKX8,0.775018583141865,0.0458303187309296,132,"","",DNA excision repair protein ERCC-6-like,ERCC6L,3722335240,>sp|Q2NKX8|ERC6L_HUMAN DNA excision repair protein ERCC-6-like OS=Homo sapiens GN=ERCC6L PE=1 SV=1
Q9NS87;Q9NS87-2;Q9NS87-4,0.768478107682572,0.0408437949086574,135,"","",Kinesin-like protein KIF15,KIF15,2768798760,>sp|Q9NS87|KIF15_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1;>sp|Q9NS87-2|KIF15_HUMAN Isoform 2 of Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15;>sp|Q9NS87-4|KIF15_HUMAN Isoform 4 of Kinesin-like protein KIF15 OS=Homo sapiens
P26358-2,0.767434719972161,0.0606985489919748,247,"","",DNA (cytosine-5)-methyltransferase 1,DNMT1,284245987360,>sp|P26358-2|DNMT1_HUMAN Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1
Q96KB5;Q96KB5-2,0.762698257447182,0.0499732761630014,200,"","",Lymphokine-activated killer T-cell-originated protein kinase,PBK,23701960330,>sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3;>sp|Q96KB5-2|TOPK_HUMAN Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK
P42695,0.756464429680541,0.0450111786780527,163,"","",Condensin-2 complex subunit D3,NCAPD3,13287779595,>sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2
Q6ZRQ5,0.752579412399263,0.0386662513580035,112,"","",Protein MMS22-like,MMS22L,6949073950,>sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3
Q9NRF9,0.749603798894622,0.0549290287402966,191,Used,Positive,DNA polymerase epsilon subunit 3,POLE3,17662710774,>sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1
P51003,0.744166481596113,0.0706267887350104,228,"","",Poly(A) polymerase alpha,PAPOLA,25102766690,>sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens GN=PAPOLA PE=1 SV=4
Q9NPD8,0.742360122291713,0.0489444584698014,135,"","",Ubiquitin-conjugating enzyme E2 T,UBE2T,14996358960,>sp|Q9NPD8|UBE2T_HUMAN Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1
P04818;P04818-2;P04818-3,0.741762073239275,0.0414751585565718,187,"","",Thymidylate synthase,TYMS,34972037860,>sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3;>sp|P04818-2|TYSY_HUMAN Isoform 2 of Thymidylate synthase OS=Homo sapiens GN=TYMS;>sp|P04818-3|TYSY_HUMAN Isoform 3 of Thymidylate synthase OS=Homo sapiens GN=TYMS
Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4,0.740483937113245,0.060974804830717,122,"","",Eyes absent homolog 3,EYA3,1898691545,>sp|Q99504-5|EYA3_HUMAN Isoform 5 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens GN=EYA3 PE=1 SV=3;>sp|Q99504-3|EYA3_HUMAN Isoform 3 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504-2
Q5TBB1;Q5TBB1-2,0.736174831821019,0.069200726830055,181,"","",Ribonuclease H2 subunit B,RNASEH2B,15574497781,>sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1;>sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B
Q9BVS4;Q9BVS4-2,0.736139546214404,0.0606320394208541,147,"","",Serine/threonine-protein kinase RIO2,RIOK2,1889117090,>sp|Q9BVS4|RIOK2_HUMAN Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2;>sp|Q9BVS4-2|RIOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2
P49321,0.730387332346349,0.0652468770585157,245,"","",Nuclear autoantigenic sperm protein,NASP,412333768800,>sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2
O75534;O75534-2;O75534-4;O75534-3,0.729822920106022,0.0609720629411464,270,"","",Cold shock domain-containing protein E1,CSDE1,227416584700,>sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2;>sp|O75534-2|CSDE1_HUMAN Isoform 2 of Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1;>sp|O75534-4|CSDE1_HUMAN Isoform 4 of Cold shock domain
Q8TCG1;Q8TCG1-2,0.725307435828214,0.0526597061326708,146,"","",Protein CIP2A,KIAA1524,5849590980,>sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2;>sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens GN=KIAA1524
Q8N0T1,0.724119037700457,0.0368512593351245,89,"","",Uncharacterized protein C8orf59,C8orf59,1265060647,>sp|Q8N0T1|CH059_HUMAN Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4
O43805,0.724113387345958,0.0469698165646231,103,"","",Sjoegren syndrome nuclear autoantigen 1,SSNA1,1420029060,>sp|O43805|SSNA1_HUMAN Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2
O95864;O95864-3;O95864-2,0.721671330243626,0.0779533710519487,132,"","",Fatty acid desaturase 2,FADS2,14461631980,>sp|O95864|FADS2_HUMAN Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1;>sp|O95864-3|FADS2_HUMAN Isoform 3 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2;>sp|O95864-2|FADS2_HUMAN Isoform 2 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2
P06493,0.719196550264473,0.078733363436584,245,"","",Cyclin-dependent kinase 1,CDK1,155155702050,>sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3
Q6P5R6,0.7160837768307,0.0593258746698531,175,"","",60S ribosomal protein L22-like 1,RPL22L1,35877313900,>sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2
Q96T88-2;Q96T88,0.714613607405559,0.0699338225014883,208,"","",E3 ubiquitin-protein ligase UHRF1,UHRF1,88154160100,>sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1
Q9BY44;Q9BY44-3;Q9BY44-4;Q9BY44-2,0.712774325319567,0.0675462131676986,259,"","","Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,124606338460,>sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3;>sp|Q9BY44-3|EIF2A_HUMAN Isoform 3 of Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A;>sp|Q9BY44-4|EIF2A_HUMAN Isoform 4 of Eukaryoti
Q99661;Q99661-2,0.7059103025227,0.0737903038122086,161,"","",Kinesin-like protein KIF2C,KIF2C,20168480080,>sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C PE=1 SV=2;>sp|Q99661-2|KIF2C_HUMAN Isoform 2 of Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C
P49642,0.705056101485053,0.0438505962874528,144,Used,Positive,DNA primase small subunit,PRIM1,15320115937,>sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1
Q8WVX9,0.703923451537916,0.0510042647897629,154,"","",Fatty acyl-CoA reductase 1,FAR1,9258080144,>sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1
Q86YP4;Q86YP4-3,0.702482108316817,0.0725735553625545,204,"","",Transcriptional repressor p66-alpha,GATAD2A,27634143070,>sp|Q86YP4|P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1;>sp|Q86YP4-3|P66A_HUMAN Isoform 3 of Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A
P35251-2;P35251,0.69790764277315,0.0665926768037397,173,Used,Positive,Replication factor C subunit 1,RFC1,59119209950,>sp|P35251-2|RFC1_HUMAN Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens GN=RFC1;>sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4
Q9BZX2,0.69778203262139,0.0643182955262596,198,"","",Uridine-cytidine kinase 2,UCK2,21837636760,>sp|Q9BZX2|UCK2_HUMAN Uridine-cytidine kinase 2 OS=Homo sapiens GN=UCK2 PE=1 SV=1
P39748,0.694761728224118,0.0738979836252527,268,Used,Positive,Flap endonuclease 1,FEN1,342501893400,>sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1
O75419-2;O75419;O75419-3,0.691574157984464,0.0313057140466919,91,Used,Positive,Cell division control protein 45 homolog,CDC45,3417139575,>sp|O75419-2|CDC45_HUMAN Isoform 2 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45;>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1;>sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division c
Q9BT23,0.691014905852816,0.0714029821345394,114,"","",LIM domain-containing protein 2,LIMD2,4540967500,>sp|Q9BT23|LIMD2_HUMAN LIM domain-containing protein 2 OS=Homo sapiens GN=LIMD2 PE=1 SV=1
P46013,0.690059234471091,0.0576816830573292,182,"","",Antigen KI-67,MKI67,495392376200,>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2
Q14444;Q14444-2,0.68815401413657,0.0517767500718783,235,"","",Caprin-1,CAPRIN1,188015194850,>sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=2;>sp|Q14444-2|CAPR1_HUMAN Isoform 2 of Caprin-1 OS=Homo sapiens GN=CAPRIN1
Q9UFW8,0.68812998047373,0.0602118976259789,168,"","",CGG triplet repeat-binding protein 1,CGGBP1,5927178093,>sp|Q9UFW8|CGBP1_HUMAN CGG triplet repeat-binding protein 1 OS=Homo sapiens GN=CGGBP1 PE=1 SV=2
Q9UHI6,0.68808680622191,0.0672826923889268,233,"","",Probable ATP-dependent RNA helicase DDX20,DDX20,18137067728,>sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2
Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5,0.682306435528839,0.0600728071057222,99,"","","Nuclear factor of activated T-cells, cytoplasmic 2",NFATC2,1391997910,">sp|Q13469-3|NFAC2_HUMAN Isoform 3 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-4|NFAC2_HUMAN Isoform 4 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-2|NFAC2_HUMAN I"
Q14202,0.681840440436583,0.0584517852045322,157,"","",Zinc finger MYM-type protein 3,ZMYM3,10504210932,>sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2
Q5UIP0-2;Q5UIP0,0.681353889721285,0.0668683600848826,184,"","",Telomere-associated protein RIF1,RIF1,64173492060,>sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
Q99622,0.680426347933231,0.0722245790321945,148,"","",Protein C10,C12orf57,6415415883,>sp|Q99622|C10_HUMAN Protein C10 OS=Homo sapiens GN=C12orf57 PE=1 SV=1
Q9UNS1-2;Q9UNS1,0.677334694399763,0.0557902054041735,124,Used,Positive,Protein timeless homolog,TIMELESS,16035413104,>sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2
Q15054;Q15054-3,0.67709547940218,0.056983864430101,163,Used,Positive,DNA polymerase delta subunit 3,POLD3,24949645840,>sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2;>sp|Q15054-3|DPOD3_HUMAN Isoform 3 of DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3
Q9H4L7-2;Q9H4L7,0.675033373353256,0.0612547488464878,188,"","",SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,16311683688,>sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1;>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulato
Q96HA7;Q96HA7-2,0.671631332131348,0.0331862620711635,100,"","",Tonsoku-like protein,TONSL,12232605638,>sp|Q96HA7|TONSL_HUMAN Tonsoku-like protein OS=Homo sapiens GN=TONSL PE=1 SV=2;>sp|Q96HA7-2|TONSL_HUMAN Isoform 2 of Tonsoku-like protein OS=Homo sapiens GN=TONSL
Q13588,0.668674697405956,0.0573119846192245,109,"","",GRB2-related adapter protein,GRAP,7909768774,>sp|Q13588|GRAP_HUMAN GRB2-related adapter protein OS=Homo sapiens GN=GRAP PE=1 SV=1
