Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
Q9BPX3,0.759203631622123,0.0756984481573661,234,"","",Condensin complex subunit 3,NCAPG,34161937527,>sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1
Q9Y3D8;Q9Y3D8-2,0.758635040424919,0.0582365090862881,167,"","",Adenylate kinase isoenzyme 6,AK6,10847316600,>sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6 PE=1 SV=1;>sp|Q9Y3D8-2|KAD6_HUMAN Isoform 2 of Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6
Q9NVI1;Q9NVI1-1;Q9NVI1-2,0.751907912658482,0.0597028424181943,205,"","",Fanconi anemia group I protein,FANCI,180568551510,>sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4;>sp|Q9NVI1-1|FANCI_HUMAN Isoform 1 of Fanconi anemia group I protein OS=Homo sapiens GN=FANCI;>sp|Q9NVI1-2|FANCI_HUMAN Isoform 2 of Fanconi anemia group I protein OS=H
Q15003;Q15003-2,0.751766321706517,0.0734960199896251,216,"","",Condensin complex subunit 2,NCAPH,24705805320,>sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3;>sp|Q15003-2|CND2_HUMAN Isoform 2 of Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH
O14929;O14929-2,0.747738813936937,0.0686935941603914,246,"","",Histone acetyltransferase type B catalytic subunit,HAT1,65122478190,>sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1;>sp|O14929-2|HAT1_HUMAN Isoform B of Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1
Q5UIP0-2;Q5UIP0,0.745240323791602,0.0452262728017026,188,"","",Telomere-associated protein RIF1,RIF1,64173492060,>sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
Q5TBB1;Q5TBB1-2,0.745033608801733,0.0508702207999398,184,"","",Ribonuclease H2 subunit B,RNASEH2B,15574497781,>sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1;>sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B
P23921,0.741881582664101,0.0779112699584958,246,"","",Ribonucleoside-diphosphate reductase large subunit,RRM1,165218392460,>sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1
O95347;O95347-2,0.741605047779993,0.0597362408961704,252,"","",Structural maintenance of chromosomes protein 2,SMC2,140818511760,>sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2;>sp|O95347-2|SMC2_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2
Q96T88-2;Q96T88,0.729423834795365,0.0624360216296168,212,"","",E3 ubiquitin-protein ligase UHRF1,UHRF1,88154160100,>sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1
P35251-2;P35251,0.727244725247522,0.0531048996882834,177,Used,Positive,Replication factor C subunit 1,RFC1,59119209950,>sp|P35251-2|RFC1_HUMAN Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens GN=RFC1;>sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4
Q9NS87;Q9NS87-2;Q9NS87-4,0.726208984758445,0.0500590481802685,133,"","",Kinesin-like protein KIF15,KIF15,2768798760,>sp|Q9NS87|KIF15_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1;>sp|Q9NS87-2|KIF15_HUMAN Isoform 2 of Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15;>sp|Q9NS87-4|KIF15_HUMAN Isoform 4 of Kinesin-like protein KIF15 OS=Homo sapiens
Q14202,0.725587970739926,0.0448662679244662,157,"","",Zinc finger MYM-type protein 3,ZMYM3,10504210932,>sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2
P04818;P04818-2;P04818-3,0.724184713761067,0.055991858054172,190,"","",Thymidylate synthase,TYMS,34972037860,>sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3;>sp|P04818-2|TYSY_HUMAN Isoform 2 of Thymidylate synthase OS=Homo sapiens GN=TYMS;>sp|P04818-3|TYSY_HUMAN Isoform 3 of Thymidylate synthase OS=Homo sapiens GN=TYMS
Q9NVP2,0.718875401111911,0.0668556453453472,168,"","",Histone chaperone ASF1B,ASF1B,8869433330,>sp|Q9NVP2|ASF1B_HUMAN Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1
Q15054;Q15054-3,0.712989085746306,0.040620801951272,167,Used,Positive,DNA polymerase delta subunit 3,POLD3,24949645840,>sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2;>sp|Q15054-3|DPOD3_HUMAN Isoform 3 of DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3
Q15004,0.711821096096305,0.0410528763738631,106,"","",PCNA-associated factor,KIAA0101,28465164312,>sp|Q15004|PAF15_HUMAN PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1
Q9NRF9,0.711403542408987,0.0447122320573869,196,Used,Positive,DNA polymerase epsilon subunit 3,POLE3,17662710774,>sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1
P49642,0.70849521233703,0.0308377264166918,150,Used,Positive,DNA primase small subunit,PRIM1,15320115937,>sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1
Q9BVS4;Q9BVS4-2,0.707034382388114,0.0452325820822651,139,"","",Serine/threonine-protein kinase RIO2,RIOK2,1889117090,>sp|Q9BVS4|RIOK2_HUMAN Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2;>sp|Q9BVS4-2|RIOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2
Q9UNS1-2;Q9UNS1,0.706170648869437,0.0454529329107747,131,Used,Positive,Protein timeless homolog,TIMELESS,16035413104,>sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2
P51003,0.704132386405535,0.0535247884286577,230,"","",Poly(A) polymerase alpha,PAPOLA,25102766690,>sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens GN=PAPOLA PE=1 SV=4
Q9NPD8,0.703140997104483,0.05691169019657,144,"","",Ubiquitin-conjugating enzyme E2 T,UBE2T,14996358960,>sp|Q9NPD8|UBE2T_HUMAN Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1
O43805,0.701239370335703,0.0460777946966556,100,"","",Sjoegren syndrome nuclear autoantigen 1,SSNA1,1420029060,>sp|O43805|SSNA1_HUMAN Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2
Q6P5R6,0.697379851530561,0.0548457126721831,168,"","",60S ribosomal protein L22-like 1,RPL22L1,35877313900,>sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2
P42695,0.696298924063762,0.0550360438867845,169,"","",Condensin-2 complex subunit D3,NCAPD3,13287779595,>sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2
O75419-2;O75419;O75419-3,0.695747056063638,0.0301607080270361,93,Used,Positive,Cell division control protein 45 homolog,CDC45,3417139575,>sp|O75419-2|CDC45_HUMAN Isoform 2 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45;>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1;>sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division c
P00374;P00374-2,0.695493578821112,0.0576242141764076,174,"","",Dihydrofolate reductase,DHFR,13198379680,>sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2;>sp|P00374-2|DYR_HUMAN Isoform 2 of Dihydrofolate reductase OS=Homo sapiens GN=DHFR
Q8N0T1,0.692594392204609,0.0350142910993073,97,"","",Uncharacterized protein C8orf59,C8orf59,1265060647,>sp|Q8N0T1|CH059_HUMAN Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4
P39748,0.688916477059468,0.0616480995293708,270,Used,Positive,Flap endonuclease 1,FEN1,342501893400,>sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1
Q8WVX9,0.688128685087445,0.037489349166511,146,"","",Fatty acyl-CoA reductase 1,FAR1,9258080144,>sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1
Q6ZRQ5,0.687667127535317,0.0561403185394142,118,"","",Protein MMS22-like,MMS22L,6949073950,>sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3
Q96KB5;Q96KB5-2,0.686280378151681,0.0680857925217391,203,"","",Lymphokine-activated killer T-cell-originated protein kinase,PBK,23701960330,>sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3;>sp|Q96KB5-2|TOPK_HUMAN Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK
P52701;P52701-3;P52701-4;P52701-2,0.682804429815533,0.0518290329485814,231,"","",DNA mismatch repair protein Msh6,MSH6,293323140702,>sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2;>sp|P52701-3|MSH6_HUMAN Isoform 3 of DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6;>sp|P52701-4|MSH6_HUMAN Isoform 4 of DNA mismatch repair protein Msh6 OS=
Q8TCG1;Q8TCG1-2,0.679957879971997,0.0560952043859274,147,"","",Protein CIP2A,KIAA1524,5849590980,>sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2;>sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens GN=KIAA1524
Q9H4L7-2;Q9H4L7,0.673730862605526,0.0456745229292894,189,"","",SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,16311683688,>sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1;>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulato
Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4,0.672989429912824,0.0640664102718899,122,"","",Eyes absent homolog 3,EYA3,1898691545,>sp|Q99504-5|EYA3_HUMAN Isoform 5 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens GN=EYA3 PE=1 SV=3;>sp|Q99504-3|EYA3_HUMAN Isoform 3 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504-2
O95864;O95864-3;O95864-2,0.669871811180632,0.0645723939389459,131,"","",Fatty acid desaturase 2,FADS2,14461631980,>sp|O95864|FADS2_HUMAN Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1;>sp|O95864-3|FADS2_HUMAN Isoform 3 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2;>sp|O95864-2|FADS2_HUMAN Isoform 2 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2
Q13588,0.669813121888111,0.0479488970145644,103,"","",GRB2-related adapter protein,GRAP,7909768774,>sp|Q13588|GRAP_HUMAN GRB2-related adapter protein OS=Homo sapiens GN=GRAP PE=1 SV=1
P46013,0.663855323128226,0.0802791120814204,188,"","",Antigen KI-67,MKI67,495392376200,>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2
P49321,0.662431618551483,0.0691048571972744,248,"","",Nuclear autoantigenic sperm protein,NASP,412333768800,>sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2
Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-4,0.659256406017548,0.0487830180104491,149,"","",Lymphoid-specific helicase,HELLS,28900841091,>sp|Q9NRZ9-2|HELLS_HUMAN Isoform 2 of Lymphoid-specific helicase OS=Homo sapiens GN=HELLS;>sp|Q9NRZ9|HELLS_HUMAN Lymphoid-specific helicase OS=Homo sapiens GN=HELLS PE=1 SV=1;>sp|Q9NRZ9-3|HELLS_HUMAN Isoform 3 of Lymphoid-specific helicase OS=Homo sapiens
Q9NYF3,0.65907860860237,0.0534316432217773,60,"","",Protein FAM53C,FAM53C,1088242066,>sp|Q9NYF3|FA53C_HUMAN Protein FAM53C OS=Homo sapiens GN=FAM53C PE=1 SV=1
Q9Y2K7;Q9Y2K7-3,0.658188788785092,0.0677075379945743,160,"","",Lysine-specific demethylase 2A,KDM2A,23644662260,>sp|Q9Y2K7|KDM2A_HUMAN Lysine-specific demethylase 2A OS=Homo sapiens GN=KDM2A PE=1 SV=3;>sp|Q9Y2K7-3|KDM2A_HUMAN Isoform 3 of Lysine-specific demethylase 2A OS=Homo sapiens GN=KDM2A
Q86YP4;Q86YP4-3,0.656094510179153,0.0692472134536458,209,"","",Transcriptional repressor p66-alpha,GATAD2A,27634143070,>sp|Q86YP4|P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1;>sp|Q86YP4-3|P66A_HUMAN Isoform 3 of Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A
P06493,0.655665196188892,0.0775135297183186,246,"","",Cyclin-dependent kinase 1,CDK1,155155702050,>sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3
Q9BT23,0.653054393920688,0.0606842185810106,109,"","",LIM domain-containing protein 2,LIMD2,4540967500,>sp|Q9BT23|LIMD2_HUMAN LIM domain-containing protein 2 OS=Homo sapiens GN=LIMD2 PE=1 SV=1
P12004,0.651734471041821,0.0464640313892186,271,Used,Positive,Proliferating cell nuclear antigen,PCNA,894609596117,>sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1
Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5,0.650623269837291,0.0650760124159239,93,"","","Nuclear factor of activated T-cells, cytoplasmic 2",NFATC2,1391997910,">sp|Q13469-3|NFAC2_HUMAN Isoform 3 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-4|NFAC2_HUMAN Isoform 4 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-2|NFAC2_HUMAN I"
Q13111;Q13111-3;Q13111-2,0.644865693021496,0.0349951288216874,100,"","",Chromatin assembly factor 1 subunit A,CHAF1A,32181160710,>sp|Q13111|CAF1A_HUMAN Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A PE=1 SV=2;>sp|Q13111-3|CAF1A_HUMAN Isoform 3 of Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A;>sp|Q13111-2|CAF1A_HUMAN Isoform 2 of Chromatin assembly
Q99661;Q99661-2,0.641690406645834,0.0765967908680233,166,"","",Kinesin-like protein KIF2C,KIF2C,20168480080,>sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C PE=1 SV=2;>sp|Q99661-2|KIF2C_HUMAN Isoform 2 of Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C
