Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
Q13112,0.828820822701682,0.0418123218110144,148,"","",Chromatin assembly factor 1 subunit B,CHAF1B,20625697502.2,>sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1
Q9Y248,0.827189631134086,0.0406102032187385,150,Used,Positive,DNA replication complex GINS protein PSF2,GINS2,5113458120,>sp|Q9Y248|PSF2_HUMAN DNA replication complex GINS protein PSF2 OS=Homo sapiens GN=GINS2 PE=1 SV=1
Q9NSP4;Q9NSP4-4,0.796890022935013,0.0395332746161471,82,"","",Centromere protein M,CENPM,553433850,>sp|Q9NSP4|CENPM_HUMAN Centromere protein M OS=Homo sapiens GN=CENPM PE=1 SV=1;>sp|Q9NSP4-4|CENPM_HUMAN Isoform 4 of Centromere protein M OS=Homo sapiens GN=CENPM
P26358-2,0.788365131543751,0.0677266320763384,247,"","",DNA (cytosine-5)-methyltransferase 1,DNMT1,284245987360,>sp|P26358-2|DNMT1_HUMAN Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1
Q9NTJ3;Q9NTJ3-2,0.777841779414937,0.0742535036786464,245,"","",Structural maintenance of chromosomes protein 4,SMC4,125726800500,>sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2;>sp|Q9NTJ3-2|SMC4_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4
Q9BXW9;Q9BXW9-1;Q9BXW9-3,0.776429286662579,0.0603465628940421,178,"","",Fanconi anemia group D2 protein,FANCD2,98959900777,>sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2;>sp|Q9BXW9-1|FACD2_HUMAN Isoform 1 of Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2;>sp|Q9BXW9-3|FACD2_HUMAN Isoform 3 of Fanconi anemia group D2 protein
O95239;O95239-2,0.772903308804705,0.0637865340659444,196,"","",Chromosome-associated kinesin KIF4A,KIF4A,58077811143,>sp|O95239|KIF4A_HUMAN Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3;>sp|O95239-2|KIF4A_HUMAN Isoform 2 of Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A
Q8NBT2;Q8NBT2-2,0.771775474133492,0.0465373091602138,154,"","",Kinetochore protein Spc24,SPC24,13360131550,>sp|Q8NBT2|SPC24_HUMAN Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2;>sp|Q8NBT2-2|SPC24_HUMAN Isoform 2 of Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24
Q9HBM1,0.767303907761042,0.0417592792213466,121,"","",Kinetochore protein Spc25,SPC25,5155263490,>sp|Q9HBM1|SPC25_HUMAN Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1
Q9Y3D8;Q9Y3D8-2,0.756701948738739,0.0607420762631212,166,"","",Adenylate kinase isoenzyme 6,AK6,10847316600,>sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6 PE=1 SV=1;>sp|Q9Y3D8-2|KAD6_HUMAN Isoform 2 of Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6
Q86XI2;Q86XI2-2,0.750518806538178,0.0545110975145791,158,"","",Condensin-2 complex subunit G2,NCAPG2,12824834100,>sp|Q86XI2|CNDG2_HUMAN Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2 PE=1 SV=1;>sp|Q86XI2-2|CNDG2_HUMAN Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2
Q2NKX8,0.747988913808413,0.0536562565098971,122,"","",DNA excision repair protein ERCC-6-like,ERCC6L,3722335240,>sp|Q2NKX8|ERC6L_HUMAN DNA excision repair protein ERCC-6-like OS=Homo sapiens GN=ERCC6L PE=1 SV=1
Q15021,0.741845166170853,0.0781698758759986,230,"","",Condensin complex subunit 1,NCAPD2,81538124440,>sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3
Q15003;Q15003-2,0.737868153828673,0.0700098644957612,214,"","",Condensin complex subunit 2,NCAPH,24705805320,>sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3;>sp|Q15003-2|CND2_HUMAN Isoform 2 of Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH
Q9NVI1;Q9NVI1-1;Q9NVI1-2,0.737158006763523,0.0624443357687704,205,"","",Fanconi anemia group I protein,FANCI,180568551510,>sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4;>sp|Q9NVI1-1|FANCI_HUMAN Isoform 1 of Fanconi anemia group I protein OS=Homo sapiens GN=FANCI;>sp|Q9NVI1-2|FANCI_HUMAN Isoform 2 of Fanconi anemia group I protein OS=H
Q9BPX3,0.737119759570562,0.0652575928381294,232,"","",Condensin complex subunit 3,NCAPG,34161937527,>sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1
P49642,0.734956982729533,0.048481038348983,150,Used,Positive,DNA primase small subunit,PRIM1,15320115937,>sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1
Q9NS87;Q9NS87-2;Q9NS87-4,0.732231506322592,0.0601315688857954,131,"","",Kinesin-like protein KIF15,KIF15,2768798760,>sp|Q9NS87|KIF15_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1;>sp|Q9NS87-2|KIF15_HUMAN Isoform 2 of Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15;>sp|Q9NS87-4|KIF15_HUMAN Isoform 4 of Kinesin-like protein KIF15 OS=Homo sapiens
Q5TBB1;Q5TBB1-2,0.732041773573232,0.0644384054301086,184,"","",Ribonuclease H2 subunit B,RNASEH2B,15574497781,>sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1;>sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B
Q9NRF9,0.725600498299391,0.0631846947550673,192,Used,Positive,DNA polymerase epsilon subunit 3,POLE3,17662710774,>sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1
Q5UIP0-2;Q5UIP0,0.721422366467154,0.0655401352058291,189,"","",Telomere-associated protein RIF1,RIF1,64173492060,>sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
Q15054;Q15054-3,0.719485764560165,0.0543262942381366,168,Used,Positive,DNA polymerase delta subunit 3,POLD3,24949645840,>sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2;>sp|Q15054-3|DPOD3_HUMAN Isoform 3 of DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3
Q96T88-2;Q96T88,0.718397671202957,0.0650275867393378,211,"","",E3 ubiquitin-protein ligase UHRF1,UHRF1,88154160100,>sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1
O14929;O14929-2,0.717745085805619,0.0676138692772916,245,"","",Histone acetyltransferase type B catalytic subunit,HAT1,65122478190,>sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1;>sp|O14929-2|HAT1_HUMAN Isoform B of Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1
P04818;P04818-2;P04818-3,0.71704096085803,0.0708940489255219,190,"","",Thymidylate synthase,TYMS,34972037860,>sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3;>sp|P04818-2|TYSY_HUMAN Isoform 2 of Thymidylate synthase OS=Homo sapiens GN=TYMS;>sp|P04818-3|TYSY_HUMAN Isoform 3 of Thymidylate synthase OS=Homo sapiens GN=TYMS
P35251-2;P35251,0.715409748530575,0.0592827532489662,176,Used,Positive,Replication factor C subunit 1,RFC1,59119209950,>sp|P35251-2|RFC1_HUMAN Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens GN=RFC1;>sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4
Q9UNS1-2;Q9UNS1,0.713364792148532,0.051683107484957,129,Used,Positive,Protein timeless homolog,TIMELESS,16035413104,>sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2
Q9BVS4;Q9BVS4-2,0.712491555153719,0.0593783984104227,137,"","",Serine/threonine-protein kinase RIO2,RIOK2,1889117090,>sp|Q9BVS4|RIOK2_HUMAN Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2;>sp|Q9BVS4-2|RIOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2
Q15004,0.710914400666085,0.0449102534191888,103,"","",PCNA-associated factor,KIAA0101,28465164312,>sp|Q15004|PAF15_HUMAN PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1
Q9NVP2,0.708879925594772,0.0687383225124197,167,"","",Histone chaperone ASF1B,ASF1B,8869433330,>sp|Q9NVP2|ASF1B_HUMAN Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1
O95347;O95347-2,0.706432709934219,0.0690698567350637,253,"","",Structural maintenance of chromosomes protein 2,SMC2,140818511760,>sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2;>sp|O95347-2|SMC2_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2
P23921,0.701833111902185,0.0812403854682588,245,"","",Ribonucleoside-diphosphate reductase large subunit,RRM1,165218392460,>sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1
P52701;P52701-3;P52701-4;P52701-2,0.699634557059263,0.0605713036786161,232,"","",DNA mismatch repair protein Msh6,MSH6,293323140702,>sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2;>sp|P52701-3|MSH6_HUMAN Isoform 3 of DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6;>sp|P52701-4|MSH6_HUMAN Isoform 4 of DNA mismatch repair protein Msh6 OS=
Q8WVX9,0.69696768547083,0.0447443006537474,143,"","",Fatty acyl-CoA reductase 1,FAR1,9258080144,>sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1
O75419-2;O75419;O75419-3,0.696896608681746,0.0395886090988868,94,Used,Positive,Cell division control protein 45 homolog,CDC45,3417139575,>sp|O75419-2|CDC45_HUMAN Isoform 2 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45;>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1;>sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division c
P12004,0.690350706216886,0.0655976377253699,270,Used,Positive,Proliferating cell nuclear antigen,PCNA,894609596117,>sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1
P46013,0.684901154854784,0.0695997265828605,186,"","",Antigen KI-67,MKI67,495392376200,>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2
O43805,0.683185859752246,0.0549478019996415,96,"","",Sjoegren syndrome nuclear autoantigen 1,SSNA1,1420029060,>sp|O43805|SSNA1_HUMAN Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2
Q9NPD8,0.681532095185764,0.0687126703591243,142,"","",Ubiquitin-conjugating enzyme E2 T,UBE2T,14996358960,>sp|Q9NPD8|UBE2T_HUMAN Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1
Q6P5R6,0.678682101713873,0.0614567653634539,164,"","",60S ribosomal protein L22-like 1,RPL22L1,35877313900,>sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2
Q8N0T1,0.67656354067722,0.0417082814119398,92,"","",Uncharacterized protein C8orf59,C8orf59,1265060647,>sp|Q8N0T1|CH059_HUMAN Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4
P00374;P00374-2,0.674954309735753,0.065815916026479,173,"","",Dihydrofolate reductase,DHFR,13198379680,>sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2;>sp|P00374-2|DYR_HUMAN Isoform 2 of Dihydrofolate reductase OS=Homo sapiens GN=DHFR
Q9H4L7-2;Q9H4L7,0.674744732510453,0.0580952999849286,190,"","",SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,16311683688,>sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1;>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulato
Q14202,0.673173369236889,0.0578589952564473,156,"","",Zinc finger MYM-type protein 3,ZMYM3,10504210932,>sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2
P40259;P40259-3,0.670417426458413,0.0535713563601784,59,"","",B-cell antigen receptor complex-associated protein beta chain,CD79B,183591970,>sp|P40259|CD79B_HUMAN B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens GN=CD79B PE=1 SV=1;>sp|P40259-3|CD79B_HUMAN Isoform 3 of B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens GN=CD79B
P42695,0.66627392852081,0.0738216028813015,167,"","",Condensin-2 complex subunit D3,NCAPD3,13287779595,>sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2
P39748,0.666095979696777,0.0687633420320875,268,Used,Positive,Flap endonuclease 1,FEN1,342501893400,>sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1
Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4,0.665182450944613,0.0618744513880448,122,"","",Eyes absent homolog 3,EYA3,1898691545,>sp|Q99504-5|EYA3_HUMAN Isoform 5 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens GN=EYA3 PE=1 SV=3;>sp|Q99504-3|EYA3_HUMAN Isoform 3 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504-2
Q6ZRQ5,0.663622858540294,0.0593771513020515,117,"","",Protein MMS22-like,MMS22L,6949073950,>sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3
O95864;O95864-3;O95864-2,0.661071703975096,0.0609050549710126,131,"","",Fatty acid desaturase 2,FADS2,14461631980,>sp|O95864|FADS2_HUMAN Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1;>sp|O95864-3|FADS2_HUMAN Isoform 3 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2;>sp|O95864-2|FADS2_HUMAN Isoform 2 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2
Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-4,0.658534190298244,0.0576227556507062,147,"","",Lymphoid-specific helicase,HELLS,28900841091,>sp|Q9NRZ9-2|HELLS_HUMAN Isoform 2 of Lymphoid-specific helicase OS=Homo sapiens GN=HELLS;>sp|Q9NRZ9|HELLS_HUMAN Lymphoid-specific helicase OS=Homo sapiens GN=HELLS PE=1 SV=1;>sp|Q9NRZ9-3|HELLS_HUMAN Isoform 3 of Lymphoid-specific helicase OS=Homo sapiens
Q3B7T1;Q3B7T1-5;Q3B7T1-3,0.658076917303262,0.0538633853542966,87,"","",Erythroid differentiation-related factor 1,EDRF1,705996249,>sp|Q3B7T1|EDRF1_HUMAN Erythroid differentiation-related factor 1 OS=Homo sapiens GN=EDRF1 PE=1 SV=1;>sp|Q3B7T1-5|EDRF1_HUMAN Isoform 4 of Erythroid differentiation-related factor 1 OS=Homo sapiens GN=EDRF1;>sp|Q3B7T1-3|EDRF1_HUMAN Isoform 2 of Erythroid d
Q9BT23,0.657980496532291,0.05911128073692,106,"","",LIM domain-containing protein 2,LIMD2,4540967500,>sp|Q9BT23|LIMD2_HUMAN LIM domain-containing protein 2 OS=Homo sapiens GN=LIMD2 PE=1 SV=1
Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5,0.657941220643934,0.0565939622731125,92,"","","Nuclear factor of activated T-cells, cytoplasmic 2",NFATC2,1391997910,">sp|Q13469-3|NFAC2_HUMAN Isoform 3 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-4|NFAC2_HUMAN Isoform 4 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-2|NFAC2_HUMAN I"
P43246,0.657901917259208,0.063178685250126,251,"","",DNA mismatch repair protein Msh2,MSH2,234595898810,>sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens GN=MSH2 PE=1 SV=1
Q96KB5;Q96KB5-2,0.65720123940599,0.0723337492560439,205,"","",Lymphokine-activated killer T-cell-originated protein kinase,PBK,23701960330,>sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3;>sp|Q96KB5-2|TOPK_HUMAN Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK
Q29718,0.656479152296751,0.0814273860431567,67,"","","HLA class I histocompatibility antigen, B-82 alpha chain",HLA-B,794665240,">sp|Q29718|1B82_HUMAN HLA class I histocompatibility antigen, B-82 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1"
Q07864,0.656011346104026,0.0584919608467605,146,Used,Positive,DNA polymerase epsilon catalytic subunit A,POLE,18229522864,>sp|Q07864|DPOE1_HUMAN DNA polymerase epsilon catalytic subunit A OS=Homo sapiens GN=POLE PE=1 SV=5
Q8TCG1;Q8TCG1-2,0.653490084103927,0.0656143647549986,143,"","",Protein CIP2A,KIAA1524,5849590980,>sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2;>sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens GN=KIAA1524
P51003,0.65106803718018,0.0594744858340392,230,"","",Poly(A) polymerase alpha,PAPOLA,25102766690,>sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens GN=PAPOLA PE=1 SV=4
Q6PL18,0.650117967506886,0.0656038375242571,187,"","",ATPase family AAA domain-containing protein 2,ATAD2,270357301300,>sp|Q6PL18|ATAD2_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1
Q13111;Q13111-3;Q13111-2,0.649760743538629,0.040202217437475,99,"","",Chromatin assembly factor 1 subunit A,CHAF1A,32181160710,>sp|Q13111|CAF1A_HUMAN Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A PE=1 SV=2;>sp|Q13111-3|CAF1A_HUMAN Isoform 3 of Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A;>sp|Q13111-2|CAF1A_HUMAN Isoform 2 of Chromatin assembly
O00182-2;O00182,0.6469619342526,0.0650760573962892,133,"","",Galectin-9,LGALS9,26721700020,>sp|O00182-2|LEG9_HUMAN Isoform Short of Galectin-9 OS=Homo sapiens GN=LGALS9;>sp|O00182|LEG9_HUMAN Galectin-9 OS=Homo sapiens GN=LGALS9 PE=1 SV=2
