"Majority.protein.IDs","Mean RF score","St Dev of score","Feature_count","Used_for_positive_training","Training_label","Protein.names","Gene.names","Summed_intensities","Fasta.headers"
"P35249;P35249-2",0.8864092589411224,0.03684110944784554,229,"Used","Positive","Replication factor C subunit 4","RFC4",7.3762730375E10,">sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens GN=RFC4 PE=1 SV=2;>sp|P35249-2|RFC4_HUMAN Isoform 2 of Replication factor C subunit 4 OS=Homo sapiens GN=RFC4"
"O75717;O75717-2",0.8803532689932247,0.02907918059342248,224,"Used","Positive","WD repeat and HMG-box DNA-binding protein 1","WDHD1",6.9997458455E10,">sp|O75717|WDHD1_HUMAN WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens GN=WDHD1 PE=1 SV=1;>sp|O75717-2|WDHD1_HUMAN Isoform 2 of WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens GN=WDHD1"
"P40938;P40938-2",0.8690498645556947,0.028828579816998084,250,"Used","Positive","Replication factor C subunit 3","RFC3",5.449168402E10,">sp|P40938|RFC3_HUMAN Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2;>sp|P40938-2|RFC3_HUMAN Isoform 2 of Replication factor C subunit 3 OS=Homo sapiens GN=RFC3"
"P18858;P18858-2",0.868488364056379,0.04049672253340584,204,"Used","Positive","DNA ligase 1","LIG1",6.387586441E10,">sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens GN=LIG1 PE=1 SV=1;>sp|P18858-2|DNLI1_HUMAN Isoform 2 of DNA ligase 1 OS=Homo sapiens GN=LIG1"
"P35250;P35250-2",0.8643918840142856,0.032640869924374184,228,"Used","Positive","Replication factor C subunit 2","RFC2",4.336399633E10,">sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3;>sp|P35250-2|RFC2_HUMAN Isoform 2 of Replication factor C subunit 2 OS=Homo sapiens GN=RFC2"
"P33316-2",0.8616342545737931,0.04677090013070425,247,,,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial","DUT",1.37804608619E11,">sp|P33316-2|DUT_HUMAN Isoform 2 of Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens GN=DUT"
"Q8WVB6;Q8WVB6-2;Q8WVB6-3",0.8508533998243129,0.029230442516501347,176,"Used","Positive","Chromosome transmission fidelity protein 18 homolog","CHTF18",1.2490608249E10,">sp|Q8WVB6|CTF18_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18 PE=1 SV=1;>sp|Q8WVB6-2|CTF18_HUMAN Isoform 2 of Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18;>sp|Q8WVB6-3|CTF18_HUMAN Isof"
"Q14181",0.8457470435899255,0.030000994258347544,154,"Used","Positive","DNA polymerase alpha subunit B","POLA2",1.3507975834E10,">sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2"
"Q14691",0.8453748849002354,0.03242305417856557,123,"Used","Positive","DNA replication complex GINS protein PSF1","GINS1",2.14829419E9,">sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1"
"Q9Y248",0.8428944609798934,0.032934871805955675,160,"Used","Positive","DNA replication complex GINS protein PSF2","GINS2",5.11345812E9,">sp|Q9Y248|PSF2_HUMAN DNA replication complex GINS protein PSF2 OS=Homo sapiens GN=GINS2 PE=1 SV=1"
"Q9NTJ3;Q9NTJ3-2",0.8137232989454587,0.049057442771232855,259,,,"Structural maintenance of chromosomes protein 4","SMC4",1.257268005E11,">sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2;>sp|Q9NTJ3-2|SMC4_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4"
"Q13112",0.8103876719696331,0.04205337215323265,154,,,"Chromatin assembly factor 1 subunit B","CHAF1B",2.06256975022E10,">sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1"
"Q9NSP4;Q9NSP4-4",0.805489569632361,0.03799097373291197,89,,,"Centromere protein M","CENPM",5.5343385E8,">sp|Q9NSP4|CENPM_HUMAN Centromere protein M OS=Homo sapiens GN=CENPM PE=1 SV=1;>sp|Q9NSP4-4|CENPM_HUMAN Isoform 4 of Centromere protein M OS=Homo sapiens GN=CENPM"
"Q9BXW9;Q9BXW9-1;Q9BXW9-3",0.787865634540914,0.05304835827375945,187,,,"Fanconi anemia group D2 protein","FANCD2",9.8959900777E10,">sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2;>sp|Q9BXW9-1|FACD2_HUMAN Isoform 1 of Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2;>sp|Q9BXW9-3|FACD2_HUMAN Isoform 3 of Fanconi anemia group D2 protein"
"Q8NBT2;Q8NBT2-2",0.7845928240253262,0.0387237390976305,164,,,"Kinetochore protein Spc24","SPC24",1.336013155E10,">sp|Q8NBT2|SPC24_HUMAN Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2;>sp|Q8NBT2-2|SPC24_HUMAN Isoform 2 of Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24"
"P26358-2",0.7752793366787724,0.0559816494870982,262,,,"DNA (cytosine-5)-methyltransferase 1","DNMT1",2.8424598736E11,">sp|P26358-2|DNMT1_HUMAN Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1"
"O95239;O95239-2",0.7738590080416726,0.05898693666721943,207,,,"Chromosome-associated kinesin KIF4A","KIF4A",5.8077811143E10,">sp|O95239|KIF4A_HUMAN Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3;>sp|O95239-2|KIF4A_HUMAN Isoform 2 of Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A"
"Q9HBM1",0.7726954746490678,0.0365476844653962,130,,,"Kinetochore protein Spc25","SPC25",5.15526349E9,">sp|Q9HBM1|SPC25_HUMAN Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1"
"Q2NKX8",0.7713030215823378,0.0371690747285696,132,,,"DNA excision repair protein ERCC-6-like","ERCC6L",3.72233524E9,">sp|Q2NKX8|ERC6L_HUMAN DNA excision repair protein ERCC-6-like OS=Homo sapiens GN=ERCC6L PE=1 SV=1"
"Q86XI2;Q86XI2-2",0.7704180064414965,0.05254799629407026,167,,,"Condensin-2 complex subunit G2","NCAPG2",1.28248341E10,">sp|Q86XI2|CNDG2_HUMAN Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2 PE=1 SV=1;>sp|Q86XI2-2|CNDG2_HUMAN Isoform 2 of Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2"
"Q15021",0.7636485743057319,0.057971318024504684,244,,,"Condensin complex subunit 1","NCAPD2",8.153812444E10,">sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3"
"Q9Y3D8;Q9Y3D8-2",0.7585874402576519,0.0468808724079398,176,,,"Adenylate kinase isoenzyme 6","AK6",1.08473166E10,">sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6 PE=1 SV=1;>sp|Q9Y3D8-2|KAD6_HUMAN Isoform 2 of Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6"
"Q9BPX3",0.7560975705483102,0.050688177682557053,246,,,"Condensin complex subunit 3","NCAPG",3.4161937527E10,">sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1"
"Q9NVI1;Q9NVI1-1;Q9NVI1-2",0.7476631185616818,0.049458596383745376,216,,,"Fanconi anemia group I protein","FANCI",1.8056855151E11,">sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4;>sp|Q9NVI1-1|FANCI_HUMAN Isoform 1 of Fanconi anemia group I protein OS=Homo sapiens GN=FANCI;>sp|Q9NVI1-2|FANCI_HUMAN Isoform 2 of Fanconi anemia group I protein OS=H"
"Q15003;Q15003-2",0.742425282416677,0.05061331117971444,226,,,"Condensin complex subunit 2","NCAPH",2.470580532E10,">sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3;>sp|Q15003-2|CND2_HUMAN Isoform 2 of Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH"
"Q5TBB1;Q5TBB1-2",0.738369314452579,0.05396671407432941,195,,,"Ribonuclease H2 subunit B","RNASEH2B",1.5574497781E10,">sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1;>sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B"
"O14929;O14929-2",0.7317844278340848,0.05803834958561114,258,,,"Histone acetyltransferase type B catalytic subunit","HAT1",6.512247819E10,">sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1;>sp|O14929-2|HAT1_HUMAN Isoform B of Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1"
"P23921",0.7316675581869204,0.05748496741513509,259,,,"Ribonucleoside-diphosphate reductase large subunit","RRM1",1.6521839246E11,">sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1"
"O95347;O95347-2",0.728700264742164,0.04753184149904262,266,,,"Structural maintenance of chromosomes protein 2","SMC2",1.4081851176E11,">sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2;>sp|O95347-2|SMC2_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2"
"Q9NVP2",0.7286867040445715,0.06308734559973367,177,,,"Histone chaperone ASF1B","ASF1B",8.86943333E9,">sp|Q9NVP2|ASF1B_HUMAN Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1"
"Q96T88-2;Q96T88",0.7273582945071773,0.059398278124394514,223,,,"E3 ubiquitin-protein ligase UHRF1","UHRF1",8.81541601E10,">sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1"
"P49642",0.7252378753372779,0.0401588688119124,158,"Used","Positive","DNA primase small subunit","PRIM1",1.5320115937E10,">sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1"
"P04818;P04818-2;P04818-3",0.7246325892631776,0.04823081977728576,201,,,"Thymidylate synthase","TYMS",3.497203786E10,">sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3;>sp|P04818-2|TYSY_HUMAN Isoform 2 of Thymidylate synthase OS=Homo sapiens GN=TYMS;>sp|P04818-3|TYSY_HUMAN Isoform 3 of Thymidylate synthase OS=Homo sapiens GN=TYMS"
"Q9UNS1-2;Q9UNS1",0.7220402662999905,0.04149820755410106,138,"Used","Positive","Protein timeless homolog","TIMELESS",1.6035413104E10,">sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2"
"Q5UIP0-2;Q5UIP0",0.72051588523438,0.04725183157490652,199,,,"Telomere-associated protein RIF1","RIF1",6.417349206E10,">sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2"
"Q15004",0.7190938791603456,0.045500092318925434,110,,,"PCNA-associated factor","KIAA0101",2.8465164312E10,">sp|Q15004|PAF15_HUMAN PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1"
"P35251-2;P35251",0.7186384207981066,0.060766342921584025,187,"Used","Positive","Replication factor C subunit 1","RFC1",5.911920995E10,">sp|P35251-2|RFC1_HUMAN Isoform 2 of Replication factor C subunit 1 OS=Homo sapiens GN=RFC1;>sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4"
"Q15054;Q15054-3",0.715467611747701,0.04768915711567043,177,"Used","Positive","DNA polymerase delta subunit 3","POLD3",2.494964584E10,">sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2;>sp|Q15054-3|DPOD3_HUMAN Isoform 3 of DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3"
"Q9NS87;Q9NS87-2;Q9NS87-4",0.7124514602972444,0.045618521233083346,139,,,"Kinesin-like protein KIF15","KIF15",2.76879876E9,">sp|Q9NS87|KIF15_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1;>sp|Q9NS87-2|KIF15_HUMAN Isoform 2 of Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15;>sp|Q9NS87-4|KIF15_HUMAN Isoform 4 of Kinesin-like protein KIF15 OS=Homo sapiens"
"P42695",0.7045312802084363,0.04809741277905541,177,,,"Condensin-2 complex subunit D3","NCAPD3",1.3287779595E10,">sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2"
"Q9BVS4;Q9BVS4-2",0.703342882008292,0.05422783345092487,147,,,"Serine/threonine-protein kinase RIO2","RIOK2",1.88911709E9,">sp|Q9BVS4|RIOK2_HUMAN Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2;>sp|Q9BVS4-2|RIOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2"
"P52701;P52701-3;P52701-4;P52701-2",0.7005908051477074,0.061976426847687165,244,,,"DNA mismatch repair protein Msh6","MSH6",2.93323140702E11,">sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2;>sp|P52701-3|MSH6_HUMAN Isoform 3 of DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6;>sp|P52701-4|MSH6_HUMAN Isoform 4 of DNA mismatch repair protein Msh6 OS="
"O43805",0.6998500183733541,0.04883258179950539,104,,,"Sjoegren syndrome nuclear autoantigen 1","SSNA1",1.42002906E9,">sp|O43805|SSNA1_HUMAN Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2"
"Q9NRF9",0.6992979831508155,0.05447614900549625,205,"Used","Positive","DNA polymerase epsilon subunit 3","POLE3",1.7662710774E10,">sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1"
"O75419-2;O75419;O75419-3",0.6974826883420581,0.0358615761924427,100,"Used","Positive","Cell division control protein 45 homolog","CDC45",3.417139575E9,">sp|O75419-2|CDC45_HUMAN Isoform 2 of Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45;>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1;>sp|O75419-3|CDC45_HUMAN Isoform 3 of Cell division c"
"Q8WVX9",0.696444631876083,0.04021477621591502,154,,,"Fatty acyl-CoA reductase 1","FAR1",9.258080144E9,">sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1"
"Q9NPD8",0.6892559747221016,0.06003964003477978,148,,,"Ubiquitin-conjugating enzyme E2 T","UBE2T",1.499635896E10,">sp|Q9NPD8|UBE2T_HUMAN Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1"
"Q96KB5;Q96KB5-2",0.6853439311929154,0.05002049953629465,215,,,"Lymphokine-activated killer T-cell-originated protein kinase","PBK",2.370196033E10,">sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3;>sp|Q96KB5-2|TOPK_HUMAN Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK"
"Q14202",0.6849506110797401,0.04980470119965472,166,,,"Zinc finger MYM-type protein 3","ZMYM3",1.0504210932E10,">sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2"
"Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4",0.6844779755059592,0.06436402232426613,129,,,"Eyes absent homolog 3","EYA3",1.898691545E9,">sp|Q99504-5|EYA3_HUMAN Isoform 5 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens GN=EYA3 PE=1 SV=3;>sp|Q99504-3|EYA3_HUMAN Isoform 3 of Eyes absent homolog 3 OS=Homo sapiens GN=EYA3;>sp|Q99504-2"
"Q8N0T1",0.6839430406314917,0.04204277067639722,100,,,"Uncharacterized protein C8orf59","C8orf59",1.265060647E9,">sp|Q8N0T1|CH059_HUMAN Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4"
"P00374;P00374-2",0.6814451438848927,0.054236069448220466,184,,,"Dihydrofolate reductase","DHFR",1.319837968E10,">sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2;>sp|P00374-2|DYR_HUMAN Isoform 2 of Dihydrofolate reductase OS=Homo sapiens GN=DHFR"
"Q6P5R6",0.679735453312931,0.06441967875404321,175,,,"60S ribosomal protein L22-like 1","RPL22L1",3.58773139E10,">sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2"
"P51003",0.6729987735002531,0.0652979443292867,242,,,"Poly(A) polymerase alpha","PAPOLA",2.510276669E10,">sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens GN=PAPOLA PE=1 SV=4"
"Q8TCG1;Q8TCG1-2",0.6720035531895122,0.049493560365991514,153,,,"Protein CIP2A","KIAA1524",5.84959098E9,">sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2;>sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens GN=KIAA1524"
"O95864;O95864-3;O95864-2",0.6719482933968394,0.07311536722213101,138,,,"Fatty acid desaturase 2","FADS2",1.446163198E10,">sp|O95864|FADS2_HUMAN Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1;>sp|O95864-3|FADS2_HUMAN Isoform 3 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2;>sp|O95864-2|FADS2_HUMAN Isoform 2 of Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2"
"Q9H4L7-2;Q9H4L7",0.667208289667196,0.054930831504840384,201,,,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1","SMARCAD1",1.6311683688E10,">sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1;>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulato"
"Q9BT23",0.6668206043317013,0.06623185770401799,114,,,"LIM domain-containing protein 2","LIMD2",4.5409675E9,">sp|Q9BT23|LIMD2_HUMAN LIM domain-containing protein 2 OS=Homo sapiens GN=LIMD2 PE=1 SV=1"
"P49321",0.6643947969449321,0.06412656230953183,260,,,"Nuclear autoantigenic sperm protein","NASP",4.123337688E11,">sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2"
"Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5",0.6621453412643294,0.058127883613774814,99,,,"Nuclear factor of activated T-cells, cytoplasmic 2","NFATC2",1.39199791E9,">sp|Q13469-3|NFAC2_HUMAN Isoform 3 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-4|NFAC2_HUMAN Isoform 4 of Nuclear factor of activated T-cells, cytoplasmic 2 OS=Homo sapiens GN=NFATC2;>sp|Q13469-2|NFAC2_HUMAN I"
"P39748",0.6617585015654573,0.048798031171710166,283,"Used","Positive","Flap endonuclease 1","FEN1",3.425018934E11,">sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1"
"P12004",0.6614417901296755,0.06703091854300758,285,"Used","Positive","Proliferating cell nuclear antigen","PCNA",8.94609596117E11,">sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1"
"Q6ZRQ5",0.6582615566131707,0.04485652810335483,126,,,"Protein MMS22-like","MMS22L",6.94907395E9,">sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3"
"Q13111;Q13111-3;Q13111-2",0.6572524080546649,0.0414569114220306,106,,,"Chromatin assembly factor 1 subunit A","CHAF1A",3.218116071E10,">sp|Q13111|CAF1A_HUMAN Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A PE=1 SV=2;>sp|Q13111-3|CAF1A_HUMAN Isoform 3 of Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A;>sp|Q13111-2|CAF1A_HUMAN Isoform 2 of Chromatin assembly"
"Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-4",0.6558712933716676,0.05160801518916185,156,,,"Lymphoid-specific helicase","HELLS",2.8900841091E10,">sp|Q9NRZ9-2|HELLS_HUMAN Isoform 2 of Lymphoid-specific helicase OS=Homo sapiens GN=HELLS;>sp|Q9NRZ9|HELLS_HUMAN Lymphoid-specific helicase OS=Homo sapiens GN=HELLS PE=1 SV=1;>sp|Q9NRZ9-3|HELLS_HUMAN Isoform 3 of Lymphoid-specific helicase OS=Homo sapiens"
"O00767",0.6534128905170927,0.06786246734348156,186,,,"Acyl-CoA desaturase","SCD",1.602619722E10,">sp|O00767|ACOD_HUMAN Acyl-CoA desaturase OS=Homo sapiens GN=SCD PE=1 SV=2"
"P46013",0.6530863945803357,0.07120522425108693,197,,,"Antigen KI-67","MKI67",4.953923762E11,">sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2"
"Q9NYF3",0.6515271541969032,0.04417570964424405,66,,,"Protein FAM53C","FAM53C",1.088242066E9,">sp|Q9NYF3|FA53C_HUMAN Protein FAM53C OS=Homo sapiens GN=FAM53C PE=1 SV=1"
"P40259;P40259-3",0.6476926610956999,0.04978101345081773,65,,,"B-cell antigen receptor complex-associated protein beta chain","CD79B",1.8359197E8,">sp|P40259|CD79B_HUMAN B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens GN=CD79B PE=1 SV=1;>sp|P40259-3|CD79B_HUMAN Isoform 3 of B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens GN=CD79B"
