Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
P42695,0.924667799261715,0.0780703881393652,9,"","",Condensin-2 complex subunit D3,NCAPD3,13287779595,>sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2
Q12789;Q12789-3,0.924392903676269,0.0472912005219343,13,"","",General transcription factor 3C polypeptide 1,GTF3C1,38086805830,>sp|Q12789|TF3C1_HUMAN General transcription factor 3C polypeptide 1 OS=Homo sapiens GN=GTF3C1 PE=1 SV=4;>sp|Q12789-3|TF3C1_HUMAN Isoform 2 of General transcription factor 3C polypeptide 1 OS=Homo sapiens GN=GTF3C1
Q9NRF9,0.921452230812428,0.0368910837820109,10,Used,Positive,DNA polymerase epsilon subunit 3,POLE3,17662710774,>sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1
P40937;P40937-2,0.920399184035075,0.0519890704628761,11,Used,Positive,Replication factor C subunit 5,RFC5,53386811760,>sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1;>sp|P40937-2|RFC5_HUMAN Isoform 2 of Replication factor C subunit 5 OS=Homo sapiens GN=RFC5
Q13112,0.919958466441326,0.0727064449538988,9,"","",Chromatin assembly factor 1 subunit B,CHAF1B,20625697502.2,>sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1
P33991,0.918347967830805,0.0529747663205761,15,Used,Positive,DNA replication licensing factor MCM4,MCM4,415957463660,>sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5
O14578-4,0.916807800533422,0.0539629626171358,10,"","",Citron Rho-interacting kinase,CIT,5921531205,>sp|O14578-4|CTRO_HUMAN Isoform 4 of Citron Rho-interacting kinase OS=Homo sapiens GN=CIT
Q9BRX5;Q9BRX5-3;Q9BRX5-2,0.916030924425707,0.0798747682980076,9,Used,Positive,DNA replication complex GINS protein PSF3,GINS3,10732076930,>sp|Q9BRX5|PSF3_HUMAN DNA replication complex GINS protein PSF3 OS=Homo sapiens GN=GINS3 PE=1 SV=1;>sp|Q9BRX5-3|PSF3_HUMAN Isoform 3 of DNA replication complex GINS protein PSF3 OS=Homo sapiens GN=GINS3;>sp|Q9BRX5-2|PSF3_HUMAN Isoform 2 of DNA replication
Q147X3;Q147X3-2,0.914364846943361,0.0549548171623993,7,"","",N-alpha-acetyltransferase 30,NAA30,1471565540,>sp|Q147X3|NAA30_HUMAN N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30 PE=1 SV=1;>sp|Q147X3-2|NAA30_HUMAN Isoform 2 of N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30
Q9UHI6,0.913656383180969,0.0675423970083431,13,"","",Probable ATP-dependent RNA helicase DDX20,DDX20,18137067728,>sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2
Q96T88-2;Q96T88,0.913277505695359,0.0780802051039079,11,"","",E3 ubiquitin-protein ligase UHRF1,UHRF1,88154160100,>sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1
O15226-2;O15226,0.912812090043469,0.0425146456699203,11,"","",NF-kappa-B-repressing factor,NKRF,9967024880,>sp|O15226-2|NKRF_HUMAN Isoform 2 of NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF;>sp|O15226|NKRF_HUMAN NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF PE=1 SV=2
Q6ZRQ5,0.912150351290184,0.0602269493830695,7,"","",Protein MMS22-like,MMS22L,6949073950,>sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens GN=MMS22L PE=1 SV=3
P78332;P78332-2,0.908437520849457,0.0452987750955498,8,"","",RNA-binding protein 6,RBM6,2808011030,>sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens GN=RBM6 PE=1 SV=5;>sp|P78332-2|RBM6_HUMAN Isoform 2 of RNA-binding protein 6 OS=Homo sapiens GN=RBM6
Q8WVX9,0.907047827447562,0.0422640886750575,11,"","",Fatty acyl-CoA reductase 1,FAR1,9258080144,>sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1
P04183,0.903689651149659,0.0624716520437281,10,"","","Thymidine kinase, cytosolic",TK1,23353957010,">sp|P04183|KITH_HUMAN Thymidine kinase, cytosolic OS=Homo sapiens GN=TK1 PE=1 SV=2"
P49005,0.90292613605599,0.04530231722934,11,Used,Positive,DNA polymerase delta subunit 2,POLD2,26223174566,>sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1
Q9NSV4;Q9NSV4-6;Q9NSV4-4;Q9NSV4-5;Q9NSV4-7,0.900888921316861,0.0557993557497348,5,"","",Protein diaphanous homolog 3,DIAPH3,2822760700,>sp|Q9NSV4|DIAP3_HUMAN Protein diaphanous homolog 3 OS=Homo sapiens GN=DIAPH3 PE=1 SV=4;>sp|Q9NSV4-6|DIAP3_HUMAN Isoform 6 of Protein diaphanous homolog 3 OS=Homo sapiens GN=DIAPH3;>sp|Q9NSV4-4|DIAP3_HUMAN Isoform 4 of Protein diaphanous homolog 3 OS=Homo
P46013,0.900842063881025,0.0582865069071086,13,"","",Antigen KI-67,MKI67,495392376200,>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2
Q9NVP2,0.90031206503222,0.0737492376033984,10,"","",Histone chaperone ASF1B,ASF1B,8869433330,>sp|Q9NVP2|ASF1B_HUMAN Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1
Q6PL18,0.894259698663332,0.0895516500008688,11,"","",ATPase family AAA domain-containing protein 2,ATAD2,270357301300,>sp|Q6PL18|ATAD2_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1
Q14444;Q14444-2,0.891949109478545,0.0678477475346286,13,"","",Caprin-1,CAPRIN1,188015194850,>sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=2;>sp|Q14444-2|CAPR1_HUMAN Isoform 2 of Caprin-1 OS=Homo sapiens GN=CAPRIN1
Q9Y4R8,0.891310085230301,0.0727680701299047,10,"","",Telomere length regulation protein TEL2 homolog,TELO2,10179220439,>sp|Q9Y4R8|TELO2_HUMAN Telomere length regulation protein TEL2 homolog OS=Homo sapiens GN=TELO2 PE=1 SV=2
Q9H0D6;Q9H0D6-2,0.889857899346652,0.0606889416000879,14,"","",5-3 exoribonuclease 2,XRN2,87348746362,>sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1;>sp|Q9H0D6-2|XRN2_HUMAN Isoform 2 of 5-3 exoribonuclease 2 OS=Homo sapiens GN=XRN2
Q9NS87;Q9NS87-2;Q9NS87-4,0.88978632227718,0.0673506657417505,7,"","",Kinesin-like protein KIF15,KIF15,2768798760,>sp|Q9NS87|KIF15_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1;>sp|Q9NS87-2|KIF15_HUMAN Isoform 2 of Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15;>sp|Q9NS87-4|KIF15_HUMAN Isoform 4 of Kinesin-like protein KIF15 OS=Homo sapiens
P57678,0.888871663669806,0.0519943891504332,13,"","",Gem-associated protein 4,GEMIN4,16944222680,>sp|P57678|GEMI4_HUMAN Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2
Q96SB4,0.888450945131697,0.0785127945093366,13,"","",SRSF protein kinase 1,SRPK1,33041278296,>sp|Q96SB4|SRPK1_HUMAN SRSF protein kinase 1 OS=Homo sapiens GN=SRPK1 PE=1 SV=2
Q5UIP0-2;Q5UIP0,0.887696228545181,0.0735748937707993,13,"","",Telomere-associated protein RIF1,RIF1,64173492060,>sp|Q5UIP0-2|RIF1_HUMAN Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1;>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
Q8NB46,0.883366600846687,0.0785166786736367,9,"","",Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,ANKRD52,2170067496,>sp|Q8NB46|ANR52_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Homo sapiens GN=ANKRD52 PE=1 SV=3
Q14694;Q14694-2,0.879038380571248,0.0715733003938456,14,"","",Ubiquitin carboxyl-terminal hydrolase 10,USP10,44404696324,>sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2;>sp|Q14694-2|UBP10_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10
Q9UNS1-2;Q9UNS1,0.877362854488947,0.0946133365887395,6,"",Positive,Protein timeless homolog,TIMELESS,16035413104,>sp|Q9UNS1-2|TIM_HUMAN Isoform 2 of Protein timeless homolog OS=Homo sapiens GN=TIMELESS;>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2
Q9UBD5-2,0.876445191793335,0.0761261267598067,12,"","",Origin recognition complex subunit 3,ORC3,10779495410,>sp|Q9UBD5-2|ORC3_HUMAN Isoform 2 of Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3
Q9BY44;Q9BY44-3;Q9BY44-4;Q9BY44-2,0.876418408001734,0.0613164388698116,15,"","","Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,124606338460,>sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3;>sp|Q9BY44-3|EIF2A_HUMAN Isoform 3 of Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A;>sp|Q9BY44-4|EIF2A_HUMAN Isoform 4 of Eukaryoti
P06400,0.875591494735901,0.0695579012457549,11,"","",Retinoblastoma-associated protein,RB1,8153715280,>sp|P06400|RB_HUMAN Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2
Q9H4L7-2;Q9H4L7,0.875138741911051,0.0764953170181236,8,"","",SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,16311683688,>sp|Q9H4L7-2|SMRCD_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1;>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulato
P18858;P18858-2,0.86994940664463,0.0881468293640258,10,Used,Positive,DNA ligase 1,LIG1,63875864410,>sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens GN=LIG1 PE=1 SV=1;>sp|P18858-2|DNLI1_HUMAN Isoform 2 of DNA ligase 1 OS=Homo sapiens GN=LIG1
Q9Y3D8;Q9Y3D8-2,0.864553028829104,0.0638648155131636,10,"","",Adenylate kinase isoenzyme 6,AK6,10847316600,>sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6 PE=1 SV=1;>sp|Q9Y3D8-2|KAD6_HUMAN Isoform 2 of Adenylate kinase isoenzyme 6 OS=Homo sapiens GN=AK6
Q9NV88-2;Q9NV88;Q9NV88-3,0.863348556219138,0.0621726272110867,9,"","",Integrator complex subunit 9,INTS9,4887845750,>sp|Q9NV88-2|INT9_HUMAN Isoform 2 of Integrator complex subunit 9 OS=Homo sapiens GN=INTS9;>sp|Q9NV88|INT9_HUMAN Integrator complex subunit 9 OS=Homo sapiens GN=INTS9 PE=1 SV=2;>sp|Q9NV88-3|INT9_HUMAN Isoform 3 of Integrator complex subunit 9 OS=Homo sapie
Q8ND04;Q8ND04-2;Q8ND04-3,0.860665337510126,0.0601504243794614,10,"","",Protein SMG8,SMG8,2908623333,>sp|Q8ND04|SMG8_HUMAN Protein SMG8 OS=Homo sapiens GN=SMG8 PE=1 SV=1;>sp|Q8ND04-2|SMG8_HUMAN Isoform 2 of Protein SMG8 OS=Homo sapiens GN=SMG8;>sp|Q8ND04-3|SMG8_HUMAN Isoform 3 of Protein SMG8 OS=Homo sapiens GN=SMG8
P04049-2;P04049,0.859861788252772,0.0751371638280665,7,"","",RAF proto-oncogene serine/threonine-protein kinase,RAF1,1686536840,>sp|P04049-2|RAF1_HUMAN Isoform 2 of RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1;>sp|P04049|RAF1_HUMAN RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=1 SV=1
Q9BTY7,0.859282292556544,0.0643908899264827,10,"","",Protein HGH1 homolog,HGH1,13173649311,>sp|Q9BTY7|HGH1_HUMAN Protein HGH1 homolog OS=Homo sapiens GN=HGH1 PE=1 SV=1
O75153,0.858141333406508,0.0843396497199106,12,"","",Clustered mitochondria protein homolog,CLUH,70390454110,>sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2
Q9NVI1;Q9NVI1-1;Q9NVI1-2,0.857624378176895,0.0771766323742147,13,"","",Fanconi anemia group I protein,FANCI,180568551510,>sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4;>sp|Q9NVI1-1|FANCI_HUMAN Isoform 1 of Fanconi anemia group I protein OS=Homo sapiens GN=FANCI;>sp|Q9NVI1-2|FANCI_HUMAN Isoform 2 of Fanconi anemia group I protein OS=H
Q9H7E9;Q9H7E9-2,0.85582115501831,0.058918375155936,8,"","",UPF0488 protein C8orf33,C8orf33,5193205030,>sp|Q9H7E9|CH033_HUMAN UPF0488 protein C8orf33 OS=Homo sapiens GN=C8orf33 PE=1 SV=1;>sp|Q9H7E9-2|CH033_HUMAN Isoform 2 of UPF0488 protein C8orf33 OS=Homo sapiens GN=C8orf33
Q14807;Q14807-2,0.852083848525211,0.0913144565022736,10,"","",Kinesin-like protein KIF22,KIF22,44803483819,>sp|Q14807|KIF22_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22 PE=1 SV=5;>sp|Q14807-2|KIF22_HUMAN Isoform 2 of Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22
Q14145,0.849054854361106,0.0696495974545723,8,"","",Kelch-like ECH-associated protein 1,KEAP1,2880905731,>sp|Q14145|KEAP1_HUMAN Kelch-like ECH-associated protein 1 OS=Homo sapiens GN=KEAP1 PE=1 SV=2
Q9UFC0,0.846339516630451,0.0708142549106606,11,"","",Leucine-rich repeat and WD repeat-containing protein 1,LRWD1,12007855280,>sp|Q9UFC0|LRWD1_HUMAN Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens GN=LRWD1 PE=1 SV=2
Q9HCK8;Q9HCK8-2,0.845668007916468,0.0787535717523332,11,"","",Chromodomain-helicase-DNA-binding protein 8,CHD8,18911092210,>sp|Q9HCK8|CHD8_HUMAN Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens GN=CHD8 PE=1 SV=5;>sp|Q9HCK8-2|CHD8_HUMAN Isoform 2 of Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens GN=CHD8
Q6PJG6,0.84468193062177,0.10770341378118,12,"","",BRCA1-associated ATM activator 1,BRAT1,10131735960,>sp|Q6PJG6|BRAT1_HUMAN BRCA1-associated ATM activator 1 OS=Homo sapiens GN=BRAT1 PE=1 SV=2
P46379-2;P46379;P46379-3;P46379-5;P46379-4,0.843024316116239,0.074571320599971,13,"","",Large proline-rich protein BAG6,BAG6,68877747184,>sp|P46379-2|BAG6_HUMAN Isoform 2 of Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6;>sp|P46379|BAG6_HUMAN Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 PE=1 SV=2;>sp|P46379-3|BAG6_HUMAN Isoform 3 of Large proline-rich protein BAG6 OS=Hom
Q9BZX2,0.83977702240558,0.0829905022967308,11,"","",Uridine-cytidine kinase 2,UCK2,21837636760,>sp|Q9BZX2|UCK2_HUMAN Uridine-cytidine kinase 2 OS=Homo sapiens GN=UCK2 PE=1 SV=1
A3KN83-3;A3KN83-2;A3KN83,0.838916276021612,0.0872695187095314,8,"","",Protein strawberry notch homolog 1,SBNO1,6375922530,>sp|A3KN83-3|SBNO1_HUMAN Isoform 3 of Protein strawberry notch homolog 1 OS=Homo sapiens GN=SBNO1;>sp|A3KN83-2|SBNO1_HUMAN Isoform 2 of Protein strawberry notch homolog 1 OS=Homo sapiens GN=SBNO1;>sp|A3KN83|SBNO1_HUMAN Protein strawberry notch homolog 1 OS
Q9BXW9;Q9BXW9-1;Q9BXW9-3,0.838791689004381,0.104149702692336,11,"","",Fanconi anemia group D2 protein,FANCD2,98959900777,>sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2;>sp|Q9BXW9-1|FACD2_HUMAN Isoform 1 of Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2;>sp|Q9BXW9-3|FACD2_HUMAN Isoform 3 of Fanconi anemia group D2 protein
Q9NUQ3;Q9NUQ3-2,0.83873948165374,0.0699893861743991,9,"","",Gamma-taxilin,TXLNG,10222395160,>sp|Q9NUQ3|TXLNG_HUMAN Gamma-taxilin OS=Homo sapiens GN=TXLNG PE=1 SV=2;>sp|Q9NUQ3-2|TXLNG_HUMAN Isoform 2 of Gamma-taxilin OS=Homo sapiens GN=TXLNG
