Protein_IDs,Progulon_ID,Mean_RF_score,Score_StDev,Training_label,Used_for_positive_training,Feature_count,Protein_names,Gene_names,Summed_intensities,prot_in_prn,Manual_annotation,Highlight_genes
Q13586;Q13586-2,P28,0.537461559243506,0.079614649545445,,,196,Stromal interaction molecule 1,STIM1,24911239620,yes,,
Q7L8L6,P28,0.537296682769096,0.096064699838985,,,147,FAST kinase domain-containing protein 5,FASTKD5,8313976770,yes,,
P15291;P15291-2,P28,0.537007815890914,0.057567276600276,,,79,"Beta-1,4-galactosyltransferase 1;Lactose synthase A protein;N-acetyllactosamine synthase;Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase;Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase;Processed beta-1,4-galactosyltransferase 1",B4GALT1,5330655240,yes,,
Q969N2-5;Q969N2;Q969N2-4;Q969N2-2;Q969N2-6,P28,0.536743916304421,0.074082933759553,,,178,GPI transamidase component PIG-T,PIGT,20397086749,yes,,
Q9UJY5;Q9UJY5-4;Q9UJY5-6;Q9UJY5-3;Q9UJY5-2,P28,0.536598768687905,0.09914361660804,,,152,ADP-ribosylation factor-binding protein GGA1,GGA1,3539586710,yes,Other vesicle trafficking,
O43865;O43865-2,P28,0.53634601540609,0.075391415239677,,,241,Putative adenosylhomocysteinase 2,AHCYL1,55309361972,yes,,
P61923;P61923-4;P61923-5;P61923-3,P28,0.535970445436842,0.084992190471901,,,268,Coatomer subunit zeta-1,COPZ1,96516990064,yes,Coatomer,
Q99613;Q99613-2;B5ME19,P28,0.535734926792757,0.09538500573857,,,272,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,320618872187,yes,,
Q9UKG1,P28,0.535277032682724,0.106663176017325,,,200,DCC-interacting protein 13-alpha,APPL1,18130906223,yes,,
P53621,P28,0.535263139243623,0.085820564212082,,,293,Coatomer subunit alpha;Xenin;Proxenin,COPA,947515418700,yes,Coatomer,
P53992,P28,0.534885346777443,0.100544035021938,,,284,Protein transport protein Sec24C,SEC24C,133611327220,yes,COPII coat,
O75884,P28,0.534179934482376,0.080066405334891,,,123,Putative hydrolase RBBP9,RBBP9,7237849150,yes,,
Q9NZN5;Q9NZN5-2,P28,0.534058494029512,0.052964324200575,,,134,Rho guanine nucleotide exchange factor 12,ARHGEF12,9939718976,yes,,
Q8WU76;Q8WU76-2,P28,0.533815985040298,0.063416262838961,,,148,Sec1 family domain-containing protein 2,SCFD2,6036202417,yes,,
Q8IY17-4;Q8IY17-3;Q8IY17;Q8IY17-2;Q8IY17-5,P28,0.533558599631267,0.063453464133723,,,164,Neuropathy target esterase,PNPLA6,14879914250,yes,,
Q969V3-2;Q969V3,P28,0.533510465418001,0.079219184418081,,,211,Nicalin,NCLN,52996324028,yes,,
P03928,P28,0.532562029915464,0.092582084737613,,,144,ATP synthase protein 8,MT-ATP8,11101625330,yes,,
Q16891-2,P28,0.531896887592825,0.087418199721528,,,272,MICOS complex subunit MIC60,IMMT,311812644880,yes,,
Q9UNM6,P28,0.531680427898381,0.09237034960816,,,263,26S proteasome non-ATPase regulatory subunit 13,PSMD13,260830774950,yes,,
Q15477,P28,0.53093730509805,0.108245312277356,,,219,Helicase SKI2W,SKIV2L,24040438959,yes,,
O75351,P28,0.530363975557614,0.083421344213299,,,272,Vacuolar protein sorting-associated protein 4B,VPS4B,67497796960,yes,Other vesicle trafficking,
Q7L523;Q5VZM2-2,P28,0.530127743119057,0.090429600094248,,,170,Ras-related GTP-binding protein A;Ras-related GTP-binding protein B,RRAGA;RRAGB,9690337260,yes,,
Q9Y6W5;Q9Y6W5-2,P28,0.529374053270713,0.076470977971905,,,191,Wiskott-Aldrich syndrome protein family member 2,WASF2,26838174758,yes,Regulation of actin cytoskeleton,
Q7Z3J2;Q7Z3J2-2,P28,0.528046546522043,0.060409640429721,,,157,UPF0505 protein C16orf62,C16orf62,14319670530,yes,Other vesicle trafficking,
P13861;P13861-2,P28,0.527861838090246,0.085480979536942,,,261,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,71200169140,yes,,
Q9NV70;Q9NV70-2,P28,0.527643859218126,0.058830335288536,,,184,Exocyst complex component 1,EXOC1,13197708166,yes,Exocyst complex,
Q9NUQ2,P28,0.527589437643976,0.082222503858027,,,129,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,AGPAT5,5130120340,yes,,
Q8IUI8-2,P28,0.526979122053686,0.086230311032583,,,139,Cytokine receptor-like factor 3,CRLF3,4505279730,yes,,
Q9Y587;Q9Y587-3;Q9Y587-4;Q9Y587-2,P28,0.526855316347885,0.071099942360718,,,118,AP-4 complex subunit sigma-1,AP4S1,975210650,yes,Other vesicle trafficking,
Q9UGV2;Q9UGV2-2;Q9UGV2-3,P28,0.5267489013648,0.069128607525174,,,198,Protein NDRG3,NDRG3,13165692850,yes,,
Q86Y07;Q86Y07-5;Q86Y07-2;Q86Y07-4,P28,0.526667691571807,0.075818252392334,,,153,Serine/threonine-protein kinase VRK2,VRK2,6146648953,yes,,
Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-2;Q9H4A3;Q9H4A3-4,P28,0.526586215108602,0.072289634642868,,,187,Serine/threonine-protein kinase WNK1,WNK1,8373693510,yes,,
Q7KZF4,P28,0.525915839479213,0.089701848424396,,,292,Staphylococcal nuclease domain-containing protein 1,SND1,808993795600,yes,,
Q9UGQ3-2;Q9UGQ3,P28,0.525272700308413,0.050368335908477,,,75,"Solute carrier family 2, facilitated glucose transporter member 6",SLC2A6,697860527,yes,,
Q8IUR0,P28,0.524949194370515,0.069668066528571,,,157,Trafficking protein particle complex subunit 5,TRAPPC5,12254545290,yes,Other vesicle trafficking,
Q99797,P28,0.524301687398171,0.072498751241116,,,173,Mitochondrial intermediate peptidase,MIPEP,13753977919,yes,,
Q7Z3U7-5;Q7Z3U7-6,P28,0.523768866495075,0.094834644755951,,,211,Protein MON2 homolog,MON2,14896491426,yes,Other vesicle trafficking,
Q92990;Q92990-2,P28,0.523710462042151,0.068713599196774,,,170,Glomulin,GLMN,9006325730,yes,,
Q92888;Q92888-3;Q92888-2;Q92888-4,P28,0.523627165074492,0.083466241149566,,,237,Rho guanine nucleotide exchange factor 1,ARHGEF1,49212527070,yes,,
P49753,P28,0.523561690905539,0.083696921400557,,,186,"Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT2,15565769872,yes,,
Q9H4A4,P28,0.523265003109943,0.079066565251575,,,284,Aminopeptidase B,RNPEP,188255689560,yes,,
Q07866-6;Q07866-7;Q07866-4;Q07866-9,P28,0.522413441575741,0.067834235758019,,,269,Kinesin light chain 1,KLC1,101830809809,yes,Microtubule-based vesicle motility,
Q9P0L0,P28,0.522326341769591,0.095350968313607,,,271,Vesicle-associated membrane protein-associated protein A,VAPA,176253833910,yes,Other vesicle trafficking,
P12821;P12821-2;P12821-4;P12821-3,P28,0.522230701058495,0.060050884156753,,,87,"Angiotensin-converting enzyme;Angiotensin-converting enzyme, soluble form",ACE,44986482090,yes,,
Q8N122;Q8N122-3,P28,0.522222148464009,0.081561625309663,,,165,Regulatory-associated protein of mTOR,RPTOR,2761946100,yes,,
P50570,P28,0.522195701524045,0.095525349845939,,,287,Dynamin-2,DNM2,182831707450,yes,Other vesicle trafficking,
P29144,P28,0.52217825972871,0.086047475246444,,,228,Tripeptidyl-peptidase 2,TPP2,114560443087,yes,,
O15235,P28,0.522111399886417,0.076839683834127,,,119,"28S ribosomal protein S12, mitochondrial",MRPS12,2968091760,yes,,
Q15172;Q15172-2,P28,0.522087809252649,0.065853432047138,,,148,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,PPP2R5A,3385019200,yes,,
O95249,P28,0.521935760558048,0.107750870561869,,,179,Golgi SNAP receptor complex member 1,GOSR1,13262762330,yes,Other vesicle trafficking,
P57764,P28,0.521592806207139,0.081962168706045,,,150,Gasdermin-D,GSDMD,11581428720,yes,,
O76094;O76094-2,P28,0.521471062787595,0.084475998828705,,,260,Signal recognition particle subunit SRP72,SRP72,114666533260,yes,,
Q99961;Q99961-3,P28,0.520829932731562,0.089148754102602,,,233,Endophilin-A2,SH3GL1,57247894760,yes,Other vesicle trafficking,
Q9H9E3;Q9H9E3-3;Q9H9E3-2,P28,0.520679372864313,0.083192500912399,,,191,Conserved oligomeric Golgi complex subunit 4,COG4,8865367210,yes,"COG complex, lobe A",
Q9BZF1;Q9BZF1-3;Q9BZF1-2,P28,0.520279625958982,0.078036656885745,,,220,Oxysterol-binding protein-related protein 8,OSBPL8,23225515641,yes,,
Q9BYC9,P28,0.519980944647682,0.080048751026568,,,148,"39S ribosomal protein L20, mitochondrial",MRPL20,9147048130,yes,,
Q9H0R6;Q9H0R6-2,P28,0.519020098978372,0.077988487280203,,,139,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",QRSL1,6279334220,yes,,
P20336,P28,0.518957539144867,0.05825703605518,,,71,Ras-related protein Rab-3A,RAB3A,4355133090,yes,,
Q9NZM3-2;Q9NZM3;Q9NZM3-4;Q9NZM3-3,P28,0.518418540001213,0.072248741706762,,,181,Intersectin-2,ITSN2,6224265000,yes,Other vesicle trafficking,
P51659;P51659-3,P28,0.517793278787802,0.103578824972299,,,272,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,HSD17B4,263440691600,yes,,
Q15018,P28,0.517061173051242,0.071142823394148,,,159,BRISC complex subunit Abro1,FAM175B,3970061680,yes,,
O75935;O75935-3;O75935-2,P28,0.517025102065429,0.069972621736049,,,192,Dynactin subunit 3,DCTN3,44761996250,yes,Microtubule-based vesicle motility,
Q9UBF2;Q9UBF2-2,P28,0.516765120341481,0.101190939017053,,,224,Coatomer subunit gamma-2,COPG2,28737419446,yes,Coatomer,
O75976;O75976-2,P28,0.516733947702163,0.057642349499694,,,98,Carboxypeptidase D,CPD,18936144770,yes,,
Q9NXR1;Q9NXR1-2,P28,0.516665997278938,0.064346832875784,,,158,Nuclear distribution protein nudE homolog 1,NDE1,2870131840,yes,,
Q9NXS2;Q9NXS2-3,P28,0.516625475237238,0.082784192181247,,,100,Glutaminyl-peptide cyclotransferase-like protein,QPCTL,3237643010,yes,,
Q8IYM9;Q8IYM9-2,P28,0.516506404586218,0.060265224943147,,,106,E3 ubiquitin-protein ligase TRIM22,TRIM22,8832745300,yes,,
Q2M1Z3,P28,0.516376463894717,0.05318211510252,,,100,Rho GTPase-activating protein 31,ARHGAP31,1820603340,yes,,
P98082;P98082-3;P98082-2,P28,0.515981005705914,0.061138205978676,,,104,Disabled homolog 2,DAB2,56789942070,yes,Other vesicle trafficking,
P09486,P28,0.515719012257525,0.065025608328294,,,76,SPARC,SPARC,285238672140,yes,,
P10316,P28,0.51549999679739,0.086907937495134,,,232,"HLA class I histocompatibility antigen, A-69 alpha chain",HLA-A,77798700889,yes,,
O00442;O00442-2,P28,0.515379591424675,0.076469981848001,,,222,RNA 3-terminal phosphate cyclase,RTCA,22360044270,yes,,
P20810-6;P20810-10;P20810-7;P20810-9;P20810;P20810-8;P20810-4,P28,0.515358235644715,0.090780533808296,,,235,Calpastatin,CAST,85703585900,yes,,
Q8NHV1,P28,0.515238636892357,0.078704716035854,,,57,GTPase IMAP family member 7,GIMAP7,6749293238,yes,,
P48553,P28,0.515223913125073,0.064426791831925,,,107,Trafficking protein particle complex subunit 10,TRAPPC10,1371915540,yes,Other vesicle trafficking,
Q9H4A5;Q9H4A5-2,P28,0.515037150881392,0.057961962450125,,,142,Golgi phosphoprotein 3-like,GOLPH3L,3763800153,yes,Other vesicle trafficking,
Q8WVM8;Q8WVM8-2,P28,0.514893696641705,0.096586950891395,,,253,Sec1 family domain-containing protein 1,SCFD1,77824496220,yes,Other vesicle trafficking,
Q14141-2;Q14141-4;Q14141,P28,0.514756199396251,0.084057120564376,,,201,Septin-6,SEPT6,27049374000,yes,Regulation of actin cytoskeleton,
P54136,P28,0.514633360834236,0.087080103910074,,,290,"Arginine--tRNA ligase, cytoplasmic",RARS,447478907400,yes,,
O60333-2;O60333;O60333-4,P28,0.514346587089837,0.060354700202503,,,143,Kinesin-like protein KIF1B,KIF1B,3913682324,yes,Microtubule-based vesicle motility,
Q8IYB8,P28,0.513890045674366,0.100014478458198,,,180,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",SUPV3L1,33579515880,yes,,
Q8WUM4-2,P28,0.513396276405822,0.084189748784905,,,293,Programmed cell death 6-interacting protein,PDCD6IP,482599767530,yes,Other vesicle trafficking,
Q9BZH6,P28,0.513085308797476,0.088961107738361,,,194,WD repeat-containing protein 11,WDR11,19902884641,yes,Other vesicle trafficking,
Q8IZ81,P28,0.512948001742515,0.072628427877182,,,139,ELMO domain-containing protein 2,ELMOD2,4230446290,yes,,
Q96SB3,P28,0.512944525478698,0.070245415863371,,,166,Neurabin-2,PPP1R9B,5842212570,yes,Regulation of actin cytoskeleton,
Q00653-4;Q00653,P28,0.512727089072618,0.089571609697571,,,196,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,12997467500,yes,,
Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-7,P28,0.512373201285703,0.084643189149968,,,178,Protein misato homolog 1,MSTO1,5932665010,yes,,
Q12778,P28,0.512268611959393,0.05119253781277,,,40,Forkhead box protein O1,FOXO1,2049786970,yes,,
Q9UID3;Q9UID3-2,P28,0.512113695602143,0.076015915014126,,,184,Vacuolar protein sorting-associated protein 51 homolog,VPS51,7925880841,yes,Other vesicle trafficking,
Q8NBJ5,P28,0.512067086661526,0.075819944108143,,,236,Procollagen galactosyltransferase 1,COLGALT1,89233678063,yes,,
O95299;O95299-2,P28,0.51175554289491,0.101801757763168,,,233,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,65023593422,yes,,
Q8N6T3;Q8N6T3-2;Q8N6T3-4,P28,0.511631682564971,0.0864110125011,,,230,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,15332379240,yes,Other vesicle trafficking,
O60271;O60271-3,P28,0.511605865489309,0.094206069890736,,,251,C-Jun-amino-terminal kinase-interacting protein 4,SPAG9,39096987160,yes,,
Q9Y6B6,P28,0.511576571373654,0.087288574063721,,,157,GTP-binding protein SAR1b,SAR1B,16949445770,yes,Other vesicle trafficking,SAR1B
Q8WVT3,P28,0.51143079964316,0.067102456935535,,,128,Trafficking protein particle complex subunit 12,TRAPPC12,1867208590,yes,Other vesicle trafficking,
Q92538-3;Q92538-2;Q92538,P28,0.511295586165108,0.088090144380373,,,219,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,GBF1,37605967917,yes,Other vesicle trafficking,
Q5SWX8;Q5SWX8-4;Q5SWX8-3;Q5SWX8-2,P28,0.511291870753223,0.068195726902836,,,136,Protein odr-4 homolog,ODR4,4655085230,yes,Other vesicle trafficking,
Q86VS8,P28,0.511096912999835,0.064205255172954,,,176,Protein Hook homolog 3,HOOK3,18091893400,yes,Other vesicle trafficking,
Q96AQ6;Q96AQ6-2;Q96AQ6-3,P28,0.510610913944552,0.084146047818937,,,133,Pre-B-cell leukemia transcription factor-interacting protein 1,PBXIP1,17627933000,yes,,
Q8WWW0-2,P28,0.510243453892351,0.053395993792229,,,77,Ras association domain-containing protein 5,RASSF5,578875010,yes,,
Q86XP3,P28,0.509986776026794,0.100291628845628,,,272,ATP-dependent RNA helicase DDX42,DDX42,78600649280,yes,,
A1X283,P28,0.509836873119591,0.055988231989269,,,80,SH3 and PX domain-containing protein 2B,SH3PXD2B,12794626320,yes,,
Q96EK5,P28,0.509767061960111,0.072001041790823,,,193,KIF1-binding protein,KIAA1279,13313805600,yes,Microtubule-based vesicle motility,
Q9NZ43;Q9NZ43-2,P28,0.509691641585294,0.069565822804671,,,113,Vesicle transport protein USE1,USE1,4045212470,yes,Other vesicle trafficking,
O75122-3,P28,0.509618357295013,0.078642954494492,,,189,CLIP-associating protein 2,CLASP2,12743013286,yes,,
Q92575,P28,0.509549571021832,0.059616397409158,,,171,UBX domain-containing protein 4,UBXN4,15474490888,yes,,
P83111;P83111-2,P28,0.509202090422158,0.110149436757049,,,170,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB,10075686140,yes,,
Q8WUF5,P28,0.508892306908556,0.056523770974148,,,128,RelA-associated inhibitor,PPP1R13L,27900745534,yes,,
Q8WUA7;Q8WUA7-4;Q8WUA7-2;Q8WUA7-3,P28,0.508807051378074,0.079006090571121,,,143,TBC1 domain family member 22A,TBC1D22A,3296803480,yes,,
P35998;P35998-2,P28,0.50847034864688,0.101752943011124,,,287,26S protease regulatory subunit 7,PSMC2,282952637650,yes,,
O00461,P28,0.507880905961149,0.058490610762313,,,172,Golgi integral membrane protein 4,GOLIM4,12301857489,yes,Other vesicle trafficking,
